"Data Entrada UTI";"Qualificação_Municípios.Região Covid-19";"IDADE (grupos)";"Novas Hospitalizações";"Cod_Região";"Cod_Macro"
"22/03/2020";"Guaíba - R09";"DE 55 A 59 ANOS";1;9;"ME"
"24/05/2021";"Guaíba - R09";"DE 55 A 59 ANOS";2;9;"ME"
"16/06/2021";"Guaíba - R09";"DE 35 A 39 ANOS";1;9;"ME"
"11/07/2021";"Guaíba - R09";"DE 30 A 34 ANOS";1;9;"ME"
"23/03/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";1;10;"ME"
"26/03/2020";"Porto Alegre - R10";"DE 65 A 69 ANOS";1;10;"ME"
"18/03/2020";"Porto Alegre - R10";"DE 35 A 39 ANOS";1;10;"ME"
"24/03/2020";"Porto Alegre - R10";"DE 65 A 69 ANOS";1;10;"ME"
"28/03/2020";"Porto Alegre - R10";"DE 70 A 74 ANOS";1;10;"ME"
"20/03/2020";"Porto Alegre - R10";"DE 70 A 74 ANOS";1;10;"ME"
"24/03/2020";"Porto Alegre - R10";"DE 35 A 39 ANOS";1;10;"ME"
"28/03/2020";"Porto Alegre - R10";"DE 65 A 69 ANOS";1;10;"ME"
"27/03/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";1;10;"ME"
"27/03/2020";"Porto Alegre - R10";"DE 30 A 34 ANOS";1;10;"ME"
"01/04/2020";"Porto Alegre - R10";"DE 75 A 79 ANOS";2;10;"ME"
"25/03/2020";"Porto Alegre - R10";"DE 75 A 79 ANOS";1;10;"ME"
"30/03/2020";"Porto Alegre - R10";"DE 70 A 74 ANOS";1;10;"ME"
"18/03/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";1;10;"ME"
"27/03/2020";"Porto Alegre - R10";"DE 60 A 64 ANOS";1;10;"ME"
"20/03/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";1;10;"ME"
"22/03/2020";"Porto Alegre - R10";"DE 30 A 34 ANOS";1;10;"ME"
"29/03/2020";"Porto Alegre - R10";"DE 45 A 49 ANOS";1;10;"ME"
"26/03/2020";"Porto Alegre - R10";"DE 75 A 79 ANOS";1;10;"ME"
"21/03/2020";"Porto Alegre - R10";"DE 55 A 59 ANOS";1;10;"ME"
"08/04/2020";"Porto Alegre - R10";"DE 35 A 39 ANOS";1;10;"ME"
"29/03/2020";"Porto Alegre - R10";"DE 75 A 79 ANOS";1;10;"ME"
"01/04/2020";"Porto Alegre - R10";"DE 65 A 69 ANOS";1;10;"ME"
"30/03/2020";"Porto Alegre - R10";"DE 60 A 64 ANOS";1;10;"ME"
"31/03/2020";"Porto Alegre - R10";"DE 70 A 74 ANOS";2;10;"ME"
"02/04/2020";"Porto Alegre - R10";"DE 70 A 74 ANOS";1;10;"ME"
"29/03/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";2;10;"ME"
"17/07/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";3;10;"ME"
"16/04/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";1;10;"ME"
"14/04/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";1;10;"ME"
"28/03/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";1;10;"ME"
"02/04/2020";"Porto Alegre - R10";"DE 55 A 59 ANOS";1;10;"ME"
"03/04/2020";"Porto Alegre - R10";"DE 65 A 69 ANOS";2;10;"ME"
"03/04/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";1;10;"ME"
"07/04/2020";"Porto Alegre - R10";"DE 70 A 74 ANOS";1;10;"ME"
"17/04/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";1;10;"ME"
"13/04/2020";"Porto Alegre - R10";"DE 75 A 79 ANOS";1;10;"ME"
"14/04/2020";"Porto Alegre - R10";"DE 60 A 64 ANOS";1;10;"ME"
"15/04/2020";"Porto Alegre - R10";"DE 70 A 74 ANOS";1;10;"ME"
"11/04/2020";"Porto Alegre - R10";"DE 65 A 69 ANOS";1;10;"ME"
"24/04/2020";"Porto Alegre - R10";"DE 65 A 69 ANOS";1;10;"ME"
"16/04/2020";"Porto Alegre - R10";"DE 40 A 44 ANOS";1;10;"ME"
"09/04/2020";"Porto Alegre - R10";"DE 45 A 49 ANOS";1;10;"ME"
"15/04/2020";"Porto Alegre - R10";"DE 65 A 69 ANOS";2;10;"ME"
"22/04/2020";"Porto Alegre - R10";"DE 60 A 64 ANOS";1;10;"ME"
"24/04/2020";"Porto Alegre - R10";"DE 40 A 44 ANOS";1;10;"ME"
"18/04/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";1;10;"ME"
"23/04/2020";"Porto Alegre - R10";"DE 75 A 79 ANOS";2;10;"ME"
"29/04/2020";"Porto Alegre - R10";"DE 55 A 59 ANOS";1;10;"ME"
"07/05/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";1;10;"ME"
"29/04/2020";"Porto Alegre - R10";"DE 70 A 74 ANOS";1;10;"ME"
"03/05/2020";"Porto Alegre - R10";"DE 20 A 24 ANOS";1;10;"ME"
"07/05/2020";"Porto Alegre - R10";"DE 40 A 44 ANOS";1;10;"ME"
"30/04/2020";"Porto Alegre - R10";"DE 55 A 59 ANOS";1;10;"ME"
"02/05/2020";"Porto Alegre - R10";"DE 30 A 34 ANOS";1;10;"ME"
"09/05/2020";"Porto Alegre - R10";"DE 65 A 69 ANOS";1;10;"ME"
"26/04/2020";"Porto Alegre - R10";"DE 5 A 9 ANOS";1;10;"ME"
"30/04/2020";"Porto Alegre - R10";"DE 75 A 79 ANOS";1;10;"ME"
"01/05/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";1;10;"ME"
"06/05/2020";"Porto Alegre - R10";"DE 45 A 49 ANOS";1;10;"ME"
"29/04/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";2;10;"ME"
"03/05/2020";"Porto Alegre - R10";"DE 35 A 39 ANOS";1;10;"ME"
"04/05/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";1;10;"ME"
"05/05/2020";"Porto Alegre - R10";"DE 60 A 64 ANOS";1;10;"ME"
"06/05/2020";"Porto Alegre - R10";"DE 65 A 69 ANOS";1;10;"ME"
"12/05/2020";"Porto Alegre - R10";"DE 50 A 54 ANOS";1;10;"ME"
"16/05/2020";"Porto Alegre - R10";"DE 65 A 69 ANOS";2;10;"ME"
"18/05/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";4;10;"ME"
"19/05/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";2;10;"ME"
"06/05/2020";"Porto Alegre - R10";"DE 15 A 19 ANOS";1;10;"ME"
"09/05/2020";"Porto Alegre - R10";"DE 25 A 29 ANOS";1;10;"ME"
"29/05/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";2;10;"ME"
"17/05/2020";"Porto Alegre - R10";"DE 50 A 54 ANOS";1;10;"ME"
"14/05/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";1;10;"ME"
"17/05/2020";"Porto Alegre - R10";"DE 75 A 79 ANOS";1;10;"ME"
"10/05/2020";"Porto Alegre - R10";"DE 65 A 69 ANOS";1;10;"ME"
"11/05/2020";"Porto Alegre - R10";"DE 50 A 54 ANOS";1;10;"ME"
"12/05/2020";"Porto Alegre - R10";"DE 75 A 79 ANOS";2;10;"ME"
"09/05/2020";"Porto Alegre - R10";"DE 55 A 59 ANOS";1;10;"ME"
"17/05/2020";"Porto Alegre - R10";"DE 70 A 74 ANOS";1;10;"ME"
"15/05/2020";"Porto Alegre - R10";"DE 60 A 64 ANOS";1;10;"ME"
"25/05/2020";"Porto Alegre - R10";"DE 40 A 44 ANOS";1;10;"ME"
"12/05/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";2;10;"ME"
"10/03/2021";"Guaíba - R09";"DE 55 A 59 ANOS";2;9;"ME"
"04/04/2021";"Guaíba - R09";"DE 40 A 44 ANOS";3;9;"ME"
"17/03/2021";"Guaíba - R09";"DE 45 A 49 ANOS";4;9;"ME"
"11/03/2021";"Guaíba - R09";"DE 70 A 74 ANOS";1;9;"ME"
"21/04/2021";"Guaíba - R09";"DE 30 A 34 ANOS";1;9;"ME"
"29/01/2021";"Guaíba - R09";"DE 15 A 19 ANOS";1;9;"ME"
"18/01/2021";"Guaíba - R09";"DE 35 A 39 ANOS";1;9;"ME"
"17/03/2021";"Guaíba - R09";"DE 40 A 44 ANOS";2;9;"ME"
"20/03/2021";"Guaíba - R09";"DE 70 A 74 ANOS";1;9;"ME"
"17/03/2021";"Guaíba - R09";"DE 65 A 69 ANOS";2;9;"ME"
"06/03/2021";"Guaíba - R09";"DE 65 A 69 ANOS";3;9;"ME"
"18/02/2021";"Guaíba - R09";"DE 50 A 54 ANOS";1;9;"ME"
"27/01/2021";"Guaíba - R09";"DE 75 A 79 ANOS";1;9;"ME"
"03/07/2021";"Guaíba - R09";"DE 55 A 59 ANOS";1;9;"ME"
"14/03/2021";"Guaíba - R09";"DE 50 A 54 ANOS";1;9;"ME"
"16/04/2021";"Guaíba - R09";"DE 55 A 59 ANOS";1;9;"ME"
"14/05/2021";"Guaíba - R09";"DE 50 A 54 ANOS";2;9;"ME"
"03/07/2021";"Guaíba - R09";"DE 35 A 39 ANOS";1;9;"ME"
"10/06/2021";"Guaíba - R09";"DE 35 A 39 ANOS";1;9;"ME"
"17/03/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 60 A 64 ANOS";1;23;"SE"
"03/04/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 45 A 49 ANOS";1;23;"SE"
"03/04/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 40 A 44 ANOS";1;23;"SE"
"08/04/2020";"Caxias do Sul - R23, R24, R25, R26";"80 ANOS OU MAIS";1;23;"SE"
"26/04/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 70 A 74 ANOS";1;23;"SE"
"08/05/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 50 A 54 ANOS";1;23;"SE"
"12/05/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 40 A 44 ANOS";1;23;"SE"
"04/04/2020";"Canoas - R08";"DE 75 A 79 ANOS";1;8;"ME"
"21/04/2020";"Canoas - R08";"DE 65 A 69 ANOS";2;8;"ME"
"03/05/2020";"Canoas - R08";"DE 75 A 79 ANOS";1;8;"ME"
"28/06/2020";"Canoas - R08";"DE 35 A 39 ANOS";1;8;"ME"
"20/06/2020";"Canoas - R08";"DE 75 A 79 ANOS";1;8;"ME"
"29/03/2020";"Pelotas - R21";"DE 70 A 74 ANOS";1;21;"SU"
"25/04/2020";"Santa Maria - R01, R02";"DE 70 A 74 ANOS";1;1;"CO"
"24/04/2020";"Santa Maria - R01, R02";"DE 70 A 74 ANOS";1;1;"CO"
"29/04/2020";"Santa Maria - R01, R02";"DE 50 A 54 ANOS";1;1;"CO"
"03/05/2020";"Santa Maria - R01, R02";"DE 40 A 44 ANOS";1;1;"CO"
"08/05/2020";"Santa Maria - R01, R02";"DE 55 A 59 ANOS";1;1;"CO"
"04/05/2020";"Santa Maria - R01, R02";"DE 75 A 79 ANOS";1;1;"CO"
"08/06/2020";"Santa Maria - R01, R02";"DE 70 A 74 ANOS";1;1;"CO"
"08/05/2020";"Santa Maria - R01, R02";"DE 65 A 69 ANOS";1;1;"CO"
"19/03/2020";"Bagé - R22";"DE 55 A 59 ANOS";1;22;"SU"
"28/03/2020";"Bagé - R22";"DE 70 A 74 ANOS";1;22;"SU"
"02/04/2020";"Bagé - R22";"DE 70 A 74 ANOS";1;22;"SU"
"09/05/2020";"Bagé - R22";"DE 55 A 59 ANOS";1;22;"SU"
"29/03/2020";"Porto Alegre - R10";"DE 25 A 29 ANOS";1;10;"ME"
"28/04/2020";"Porto Alegre - R10";"DE 55 A 59 ANOS";1;10;"ME"
"27/04/2020";"Porto Alegre - R10";"DE 45 A 49 ANOS";1;10;"ME"
"03/05/2020";"Porto Alegre - R10";"DE 75 A 79 ANOS";1;10;"ME"
"22/05/2020";"Porto Alegre - R10";"DE 70 A 74 ANOS";1;10;"ME"
"27/03/2020";"Porto Alegre - R10";"DE 50 A 54 ANOS";1;10;"ME"
"04/04/2020";"Porto Alegre - R10";"DE 40 A 44 ANOS";1;10;"ME"
"05/05/2020";"Porto Alegre - R10";"DE 65 A 69 ANOS";1;10;"ME"
"27/04/2020";"Porto Alegre - R10";"DE 65 A 69 ANOS";1;10;"ME"
"25/04/2020";"Porto Alegre - R10";"DE 50 A 54 ANOS";1;10;"ME"
"20/05/2020";"Porto Alegre - R10";"DE 45 A 49 ANOS";1;10;"ME"
"11/05/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";1;10;"ME"
"20/05/2020";"Porto Alegre - R10";"DE 70 A 74 ANOS";3;10;"ME"
"22/03/2020";"Cachoeira do Sul - R27";"DE 55 A 59 ANOS";1;27;"VA"
"04/05/2020";"Cachoeira do Sul - R27";"DE 65 A 69 ANOS";1;27;"VA"
"29/03/2020";"Novo Hamburgo - R07";"DE 65 A 69 ANOS";1;7;"ME"
"25/03/2020";"Novo Hamburgo - R07";"DE 0 A 4 ANOS";1;7;"ME"
"27/03/2020";"Novo Hamburgo - R07";"DE 60 A 64 ANOS";1;7;"ME"
"02/04/2020";"Novo Hamburgo - R07";"DE 60 A 64 ANOS";1;7;"ME"
"29/03/2020";"Novo Hamburgo - R07";"DE 55 A 59 ANOS";1;7;"ME"
"31/03/2020";"Novo Hamburgo - R07";"DE 70 A 74 ANOS";1;7;"ME"
"29/04/2020";"Novo Hamburgo - R07";"DE 40 A 44 ANOS";1;7;"ME"
"01/05/2020";"Novo Hamburgo - R07";"DE 65 A 69 ANOS";1;7;"ME"
"05/05/2020";"Novo Hamburgo - R07";"DE 40 A 44 ANOS";1;7;"ME"
"12/05/2020";"Novo Hamburgo - R07";"DE 75 A 79 ANOS";1;7;"ME"
"14/05/2020";"Novo Hamburgo - R07";"DE 60 A 64 ANOS";1;7;"ME"
"13/05/2020";"Novo Hamburgo - R07";"DE 50 A 54 ANOS";1;7;"ME"
"30/03/2020";"Novo Hamburgo - R07";"DE 65 A 69 ANOS";1;7;"ME"
"26/04/2020";"Novo Hamburgo - R07";"DE 40 A 44 ANOS";1;7;"ME"
"28/04/2020";"Novo Hamburgo - R07";"DE 65 A 69 ANOS";1;7;"ME"
"07/04/2020";"Pelotas - R21";"DE 55 A 59 ANOS";1;21;"SU"
"19/03/2020";"Passo Fundo - R17, R18, R19";"DE 60 A 64 ANOS";1;17;"NO"
"05/04/2020";"Passo Fundo - R17, R18, R19";"DE 60 A 64 ANOS";1;17;"NO"
"07/04/2020";"Passo Fundo - R17, R18, R19";"DE 65 A 69 ANOS";1;17;"NO"
"23/03/2020";"Porto Alegre - R10";"DE 0 A 4 ANOS";1;10;"ME"
"02/04/2020";"Porto Alegre - R10";"DE 40 A 44 ANOS";1;10;"ME"
"08/04/2020";"Porto Alegre - R10";"DE 65 A 69 ANOS";1;10;"ME"
"23/04/2020";"Porto Alegre - R10";"DE 60 A 64 ANOS";1;10;"ME"
"13/04/2020";"Porto Alegre - R10";"DE 55 A 59 ANOS";1;10;"ME"
"30/04/2020";"Porto Alegre - R10";"DE 65 A 69 ANOS";1;10;"ME"
"26/05/2020";"Porto Alegre - R10";"DE 50 A 54 ANOS";2;10;"ME"
"29/03/2020";"Passo Fundo - R17, R18, R19";"DE 60 A 64 ANOS";1;17;"NO"
"27/03/2020";"Passo Fundo - R17, R18, R19";"DE 70 A 74 ANOS";1;17;"NO"
"27/03/2020";"Passo Fundo - R17, R18, R19";"80 ANOS OU MAIS";1;17;"NO"
"04/04/2020";"Passo Fundo - R17, R18, R19";"DE 55 A 59 ANOS";1;17;"NO"
"17/04/2020";"Passo Fundo - R17, R18, R19";"DE 70 A 74 ANOS";1;17;"NO"
"13/04/2020";"Passo Fundo - R17, R18, R19";"DE 65 A 69 ANOS";1;17;"NO"
"18/04/2020";"Passo Fundo - R17, R18, R19";"DE 50 A 54 ANOS";2;17;"NO"
"21/04/2020";"Passo Fundo - R17, R18, R19";"DE 70 A 74 ANOS";1;17;"NO"
"13/04/2020";"Passo Fundo - R17, R18, R19";"DE 40 A 44 ANOS";1;17;"NO"
"28/04/2020";"Passo Fundo - R17, R18, R19";"DE 60 A 64 ANOS";1;17;"NO"
"17/04/2020";"Passo Fundo - R17, R18, R19";"DE 50 A 54 ANOS";1;17;"NO"
"20/04/2020";"Passo Fundo - R17, R18, R19";"DE 65 A 69 ANOS";1;17;"NO"
"30/04/2020";"Passo Fundo - R17, R18, R19";"DE 55 A 59 ANOS";1;17;"NO"
"23/04/2020";"Passo Fundo - R17, R18, R19";"DE 65 A 69 ANOS";1;17;"NO"
"21/04/2020";"Passo Fundo - R17, R18, R19";"DE 75 A 79 ANOS";1;17;"NO"
"22/04/2020";"Passo Fundo - R17, R18, R19";"80 ANOS OU MAIS";1;17;"NO"
"28/04/2020";"Passo Fundo - R17, R18, R19";"DE 75 A 79 ANOS";1;17;"NO"
"28/04/2020";"Passo Fundo - R17, R18, R19";"DE 50 A 54 ANOS";1;17;"NO"
"28/04/2020";"Passo Fundo - R17, R18, R19";"DE 65 A 69 ANOS";1;17;"NO"
"26/04/2020";"Passo Fundo - R17, R18, R19";"80 ANOS OU MAIS";1;17;"NO"
"27/04/2020";"Passo Fundo - R17, R18, R19";"DE 50 A 54 ANOS";1;17;"NO"
"05/05/2020";"Passo Fundo - R17, R18, R19";"DE 50 A 54 ANOS";1;17;"NO"
"03/05/2020";"Passo Fundo - R17, R18, R19";"DE 75 A 79 ANOS";1;17;"NO"
"30/04/2020";"Passo Fundo - R17, R18, R19";"DE 50 A 54 ANOS";1;17;"NO"
"03/05/2020";"Passo Fundo - R17, R18, R19";"DE 50 A 54 ANOS";1;17;"NO"
"04/05/2020";"Passo Fundo - R17, R18, R19";"DE 35 A 39 ANOS";1;17;"NO"
"12/05/2020";"Passo Fundo - R17, R18, R19";"DE 75 A 79 ANOS";1;17;"NO"
"10/05/2020";"Passo Fundo - R17, R18, R19";"DE 45 A 49 ANOS";1;17;"NO"
"17/05/2020";"Passo Fundo - R17, R18, R19";"80 ANOS OU MAIS";1;17;"NO"
"22/05/2020";"Passo Fundo - R17, R18, R19";"DE 70 A 74 ANOS";1;17;"NO"
"10/05/2020";"Passo Fundo - R17, R18, R19";"DE 50 A 54 ANOS";1;17;"NO"
"15/05/2020";"Passo Fundo - R17, R18, R19";"DE 75 A 79 ANOS";1;17;"NO"
"11/05/2020";"Passo Fundo - R17, R18, R19";"DE 60 A 64 ANOS";1;17;"NO"
"18/05/2020";"Passo Fundo - R17, R18, R19";"80 ANOS OU MAIS";1;17;"NO"
"19/05/2020";"Passo Fundo - R17, R18, R19";"DE 70 A 74 ANOS";2;17;"NO"
"20/03/2020";"Lajeado - R29, R30";"DE 55 A 59 ANOS";1;29;"VA"
"30/03/2020";"Lajeado - R29, R30";"DE 65 A 69 ANOS";1;29;"VA"
"04/04/2020";"Lajeado - R29, R30";"DE 35 A 39 ANOS";1;29;"VA"
"30/03/2020";"Lajeado - R29, R30";"DE 25 A 29 ANOS";1;29;"VA"
"07/04/2020";"Lajeado - R29, R30";"DE 40 A 44 ANOS";1;29;"VA"
"08/04/2020";"Lajeado - R29, R30";"DE 40 A 44 ANOS";1;29;"VA"
"26/04/2020";"Lajeado - R29, R30";"DE 60 A 64 ANOS";2;29;"VA"
"17/04/2020";"Lajeado - R29, R30";"DE 55 A 59 ANOS";1;29;"VA"
"18/04/2020";"Lajeado - R29, R30";"DE 60 A 64 ANOS";2;29;"VA"
"20/04/2020";"Lajeado - R29, R30";"DE 35 A 39 ANOS";1;29;"VA"
"22/04/2020";"Lajeado - R29, R30";"DE 35 A 39 ANOS";2;29;"VA"
"22/04/2020";"Lajeado - R29, R30";"DE 55 A 59 ANOS";1;29;"VA"
"21/04/2020";"Lajeado - R29, R30";"DE 60 A 64 ANOS";1;29;"VA"
"26/04/2020";"Lajeado - R29, R30";"DE 70 A 74 ANOS";1;29;"VA"
"29/04/2020";"Lajeado - R29, R30";"DE 25 A 29 ANOS";1;29;"VA"
"26/04/2020";"Lajeado - R29, R30";"DE 30 A 34 ANOS";1;29;"VA"
"27/04/2020";"Lajeado - R29, R30";"DE 45 A 49 ANOS";1;29;"VA"
"04/05/2020";"Lajeado - R29, R30";"DE 40 A 44 ANOS";1;29;"VA"
"03/05/2020";"Lajeado - R29, R30";"DE 75 A 79 ANOS";1;29;"VA"
"11/05/2020";"Lajeado - R29, R30";"80 ANOS OU MAIS";2;29;"VA"
"12/05/2020";"Lajeado - R29, R30";"80 ANOS OU MAIS";1;29;"VA"
"01/05/2020";"Lajeado - R29, R30";"DE 55 A 59 ANOS";1;29;"VA"
"07/05/2020";"Lajeado - R29, R30";"80 ANOS OU MAIS";1;29;"VA"
"05/05/2020";"Lajeado - R29, R30";"DE 40 A 44 ANOS";1;29;"VA"
"13/05/2020";"Lajeado - R29, R30";"DE 60 A 64 ANOS";1;29;"VA"
"10/05/2020";"Lajeado - R29, R30";"DE 75 A 79 ANOS";1;29;"VA"
"04/04/2020";"Canoas - R08";"DE 40 A 44 ANOS";1;8;"ME"
"19/05/2020";"Canoas - R08";"DE 60 A 64 ANOS";1;8;"ME"
"19/05/2020";"Canoas - R08";"DE 55 A 59 ANOS";1;8;"ME"
"09/05/2020";"Canoas - R08";"DE 75 A 79 ANOS";1;8;"ME"
"17/05/2020";"Canoas - R08";"DE 60 A 64 ANOS";1;8;"ME"
"12/05/2020";"Canoas - R08";"DE 65 A 69 ANOS";1;8;"ME"
"11/05/2020";"Canoas - R08";"DE 25 A 29 ANOS";1;8;"ME"
"19/05/2020";"Canoas - R08";"DE 75 A 79 ANOS";1;8;"ME"
"29/04/2020";"Santa Cruz do Sul - R28";"DE 50 A 54 ANOS";1;28;"VA"
"12/05/2020";"Santa Cruz do Sul - R28";"DE 45 A 49 ANOS";1;28;"VA"
"30/03/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 75 A 79 ANOS";1;23;"SE"
"02/04/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 65 A 69 ANOS";1;23;"SE"
"26/03/2020";"Caxias do Sul - R23, R24, R25, R26";"80 ANOS OU MAIS";1;23;"SE"
"10/04/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 75 A 79 ANOS";1;23;"SE"
"09/04/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 40 A 44 ANOS";1;23;"SE"
"16/04/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 0 A 4 ANOS";1;23;"SE"
"22/04/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 45 A 49 ANOS";1;23;"SE"
"21/04/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 65 A 69 ANOS";1;23;"SE"
"27/04/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 30 A 34 ANOS";1;23;"SE"
"28/04/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 65 A 69 ANOS";1;23;"SE"
"27/04/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 20 A 24 ANOS";1;23;"SE"
"29/04/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 45 A 49 ANOS";1;23;"SE"
"01/05/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 70 A 74 ANOS";1;23;"SE"
"05/05/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 45 A 49 ANOS";2;23;"SE"
"27/04/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 45 A 49 ANOS";2;23;"SE"
"01/05/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 45 A 49 ANOS";1;23;"SE"
"04/05/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 50 A 54 ANOS";1;23;"SE"
"27/04/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 60 A 64 ANOS";1;23;"SE"
"27/04/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 0 A 4 ANOS";1;23;"SE"
"02/05/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 55 A 59 ANOS";1;23;"SE"
"29/04/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 70 A 74 ANOS";1;23;"SE"
"07/05/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 35 A 39 ANOS";1;23;"SE"
"08/05/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 45 A 49 ANOS";1;23;"SE"
"08/05/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 20 A 24 ANOS";1;23;"SE"
"06/05/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 5 A 9 ANOS";1;23;"SE"
"14/05/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 65 A 69 ANOS";1;23;"SE"
"20/05/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 70 A 74 ANOS";1;23;"SE"
"10/05/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 65 A 69 ANOS";1;23;"SE"
"21/05/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 55 A 59 ANOS";3;23;"SE"
"20/05/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 35 A 39 ANOS";2;23;"SE"
"17/05/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 55 A 59 ANOS";1;23;"SE"
"11/05/2020";"Caxias do Sul - R23, R24, R25, R26";"80 ANOS OU MAIS";1;23;"SE"
"22/03/2020";"Novo Hamburgo - R07";"DE 60 A 64 ANOS";1;7;"ME"
"26/03/2021";"Guaíba - R09";"80 ANOS OU MAIS";1;9;"ME"
"28/06/2021";"Guaíba - R09";"DE 55 A 59 ANOS";1;9;"ME"
"13/04/2021";"Guaíba - R09";"DE 40 A 44 ANOS";1;9;"ME"
"09/05/2020";"Guaíba - R09";"80 ANOS OU MAIS";1;9;"ME"
"22/04/2020";"Erechim - R16";"DE 70 A 74 ANOS";1;16;"NO"
"05/05/2020";"Erechim - R16";"DE 65 A 69 ANOS";1;16;"NO"
"07/05/2020";"Erechim - R16";"DE 35 A 39 ANOS";1;16;"NO"
"05/05/2020";"Erechim - R16";"DE 70 A 74 ANOS";1;16;"NO"
"17/05/2020";"Erechim - R16";"DE 65 A 69 ANOS";1;16;"NO"
"17/05/2020";"Erechim - R16";"DE 35 A 39 ANOS";1;16;"NO"
"26/03/2021";"Guaíba - R09";"DE 70 A 74 ANOS";1;9;"ME"
"08/04/2021";"Guaíba - R09";"DE 55 A 59 ANOS";1;9;"ME"
"23/03/2021";"Guaíba - R09";"DE 60 A 64 ANOS";1;9;"ME"
"30/03/2021";"Guaíba - R09";"DE 45 A 49 ANOS";1;9;"ME"
"07/04/2021";"Guaíba - R09";"DE 65 A 69 ANOS";1;9;"ME"
"26/04/2020";"Guaíba - R09";"DE 60 A 64 ANOS";1;9;"ME"
"18/03/2021";"Guaíba - R09";"DE 30 A 34 ANOS";2;9;"ME"
"20/03/2021";"Guaíba - R09";"DE 45 A 49 ANOS";1;9;"ME"
"05/05/2020";"Guaíba - R09";"DE 55 A 59 ANOS";1;9;"ME"
"17/05/2020";"Guaíba - R09";"DE 50 A 54 ANOS";1;9;"ME"
"25/03/2021";"Guaíba - R09";"DE 60 A 64 ANOS";1;9;"ME"
"13/05/2020";"Guaíba - R09";"DE 50 A 54 ANOS";1;9;"ME"
"10/05/2020";"Guaíba - R09";"DE 70 A 74 ANOS";1;9;"ME"
"25/03/2020";"Santa Rosa - R14";"DE 65 A 69 ANOS";1;14;"MI"
"31/03/2020";"Santa Rosa - R14";"DE 45 A 49 ANOS";1;14;"MI"
"04/05/2020";"Santa Rosa - R14";"80 ANOS OU MAIS";1;14;"MI"
"08/04/2020";"Canoas - R08";"DE 75 A 79 ANOS";1;8;"ME"
"15/03/2021";"Guaíba - R09";"DE 60 A 64 ANOS";1;9;"ME"
