"Data Entrada UTI";"Qualificação_Municípios.Região Covid-19";"IDADE (grupos)";"Novas Hospitalizações";"Cod_Região";"Cod_Macro"
"17/09/2020";"Capão da Canoa - R04, R05";"80 ANOS OU MAIS";1;4;"ME"
"13/09/2020";"Santa Cruz do Sul - R28";"DE 60 A 64 ANOS";1;28;"VA"
"07/09/2020";"Santa Cruz do Sul - R28";"DE 60 A 64 ANOS";1;28;"VA"
"08/09/2020";"Lajeado - R29, R30";"DE 60 A 64 ANOS";1;29;"VA"
"17/09/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 50 A 54 ANOS";1;23;"SE"
"02/09/2020";"Caxias do Sul - R23, R24, R25, R26";"80 ANOS OU MAIS";1;23;"SE"
"13/09/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 70 A 74 ANOS";2;23;"SE"
"01/09/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 20 A 24 ANOS";1;23;"SE"
"31/08/2020";"Novo Hamburgo - R07";"DE 45 A 49 ANOS";1;7;"ME"
"08/09/2020";"Novo Hamburgo - R07";"DE 50 A 54 ANOS";1;7;"ME"
"05/09/2020";"Erechim - R16";"DE 50 A 54 ANOS";1;16;"NO"
"12/09/2020";"Pelotas - R21";"DE 55 A 59 ANOS";1;21;"SU"
"19/09/2020";"Cruz Alta - R12";"DE 75 A 79 ANOS";1;12;"MI"
"07/09/2020";"Cruz Alta - R12";"DE 75 A 79 ANOS";1;12;"MI"
"02/09/2020";"Bagé - R22";"DE 75 A 79 ANOS";1;22;"SU"
"14/09/2020";"Guaíba - R09";"DE 75 A 79 ANOS";2;9;"ME"
"01/09/2020";"Canoas - R08";"DE 70 A 74 ANOS";1;8;"ME"
"05/09/2020";"Canoas - R08";"DE 40 A 44 ANOS";1;8;"ME"
"06/09/2020";"Canoas - R08";"DE 65 A 69 ANOS";1;8;"ME"
"11/09/2020";"Canoas - R08";"80 ANOS OU MAIS";2;8;"ME"
"13/09/2020";"Canoas - R08";"80 ANOS OU MAIS";2;8;"ME"
"04/09/2020";"Santo Ângelo - R11";"DE 30 A 34 ANOS";1;11;"MI"
"04/09/2020";"Santo Ângelo - R11";"DE 75 A 79 ANOS";1;11;"MI"
"14/09/2020";"Passo Fundo - R17, R18, R19";"DE 75 A 79 ANOS";1;17;"NO"
"15/09/2020";"Santa Maria - R01, R02";"DE 65 A 69 ANOS";1;1;"CO"
"01/09/2020";"Santa Maria - R01, R02";"80 ANOS OU MAIS";1;1;"CO"
"09/09/2020";"Porto Alegre - R10";"DE 45 A 49 ANOS";1;10;"ME"
"08/07/2021";"Passo Fundo - R17, R18, R19";"DE 55 A 59 ANOS";1;17;"NO"
"06/09/2020";"Porto Alegre - R10";"DE 55 A 59 ANOS";1;10;"ME"
"14/09/2020";"Porto Alegre - R10";"DE 50 A 54 ANOS";1;10;"ME"
"15/09/2020";"Porto Alegre - R10";"DE 75 A 79 ANOS";1;10;"ME"
"06/09/2020";"Porto Alegre - R10";"DE 65 A 69 ANOS";2;10;"ME"
"06/09/2020";"Porto Alegre - R10";"DE 50 A 54 ANOS";1;10;"ME"
"22/03/2021";"Passo Fundo - R17, R18, R19";"DE 55 A 59 ANOS";1;17;"NO"
"04/09/2020";"Porto Alegre - R10";"DE 55 A 59 ANOS";1;10;"ME"
"11/09/2020";"Porto Alegre - R10";"DE 30 A 34 ANOS";2;10;"ME"
"07/09/2020";"Capão da Canoa - R04, R05";"DE 65 A 69 ANOS";1;4;"ME"
"09/09/2020";"Capão da Canoa - R04, R05";"DE 25 A 29 ANOS";1;4;"ME"
"08/09/2020";"Santa Cruz do Sul - R28";"DE 70 A 74 ANOS";1;28;"VA"
"05/09/2020";"Santa Cruz do Sul - R28";"DE 55 A 59 ANOS";1;28;"VA"
"11/09/2020";"Lajeado - R29, R30";"DE 55 A 59 ANOS";1;29;"VA"
"05/09/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 45 A 49 ANOS";1;23;"SE"
"04/01/2021";"Passo Fundo - R17, R18, R19";"DE 50 A 54 ANOS";3;17;"NO"
"06/09/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 75 A 79 ANOS";1;23;"SE"
"01/02/2021";"Passo Fundo - R17, R18, R19";"DE 45 A 49 ANOS";1;17;"NO"
"11/09/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 75 A 79 ANOS";2;23;"SE"
"13/09/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 60 A 64 ANOS";2;23;"SE"
"18/02/2021";"Passo Fundo - R17, R18, R19";"DE 35 A 39 ANOS";1;17;"NO"
"05/09/2020";"Novo Hamburgo - R07";"DE 50 A 54 ANOS";1;7;"ME"
"18/05/2021";"Passo Fundo - R17, R18, R19";"DE 40 A 44 ANOS";1;17;"NO"
"07/09/2020";"Novo Hamburgo - R07";"DE 35 A 39 ANOS";1;7;"ME"
"25/05/2021";"Passo Fundo - R17, R18, R19";"DE 50 A 54 ANOS";1;17;"NO"
"07/09/2020";"Novo Hamburgo - R07";"DE 75 A 79 ANOS";1;7;"ME"
"05/03/2021";"Passo Fundo - R17, R18, R19";"DE 75 A 79 ANOS";1;17;"NO"
"19/02/2021";"Passo Fundo - R17, R18, R19";"DE 65 A 69 ANOS";1;17;"NO"
"12/05/2021";"Passo Fundo - R17, R18, R19";"DE 50 A 54 ANOS";3;17;"NO"
"11/09/2020";"Erechim - R16";"DE 65 A 69 ANOS";1;16;"NO"
"06/09/2020";"Santa Rosa - R14";"DE 65 A 69 ANOS";1;14;"MI"
"11/09/2020";"Santa Rosa - R14";"80 ANOS OU MAIS";1;14;"MI"
"10/03/2021";"Passo Fundo - R17, R18, R19";"DE 25 A 29 ANOS";2;17;"NO"
"29/03/2021";"Passo Fundo - R17, R18, R19";"DE 50 A 54 ANOS";1;17;"NO"
"11/09/2020";"Santa Rosa - R14";"DE 45 A 49 ANOS";1;14;"MI"
"02/09/2020";"Palmeira das Missões - R15, R20";"DE 55 A 59 ANOS";1;15;"NO"
"09/07/2021";"Passo Fundo - R17, R18, R19";"DE 30 A 34 ANOS";2;17;"NO"
"04/09/2020";"Palmeira das Missões - R15, R20";"DE 70 A 74 ANOS";1;15;"NO"
"17/09/2020";"Pelotas - R21";"DE 60 A 64 ANOS";1;21;"SU"
"14/09/2020";"Pelotas - R21";"DE 50 A 54 ANOS";1;21;"SU"
"01/04/2021";"Passo Fundo - R17, R18, R19";"DE 45 A 49 ANOS";2;17;"NO"
"11/09/2020";"Cruz Alta - R12";"DE 55 A 59 ANOS";1;12;"MI"
"05/09/2020";"Cruz Alta - R12";"DE 65 A 69 ANOS";1;12;"MI"
"19/02/2021";"Passo Fundo - R17, R18, R19";"DE 60 A 64 ANOS";1;17;"NO"
"14/09/2020";"Ijuí - R13";"DE 75 A 79 ANOS";1;13;"MI"
"11/09/2020";"Bagé - R22";"80 ANOS OU MAIS";1;22;"SU"
"02/09/2020";"Canoas - R08";"DE 75 A 79 ANOS";1;8;"ME"
"25/03/2021";"Passo Fundo - R17, R18, R19";"DE 50 A 54 ANOS";1;17;"NO"
"10/09/2020";"Canoas - R08";"80 ANOS OU MAIS";3;8;"ME"
"07/09/2020";"Canoas - R08";"DE 70 A 74 ANOS";2;8;"ME"
"30/03/2021";"Passo Fundo - R17, R18, R19";"DE 55 A 59 ANOS";1;17;"NO"
"13/09/2020";"Canoas - R08";"DE 55 A 59 ANOS";1;8;"ME"
"25/09/2020";"Canoas - R08";"80 ANOS OU MAIS";2;8;"ME"
"09/09/2020";"Santo Ângelo - R11";"DE 35 A 39 ANOS";1;11;"MI"
"07/09/2020";"Passo Fundo - R17, R18, R19";"DE 55 A 59 ANOS";1;17;"NO"
"23/01/2021";"Passo Fundo - R17, R18, R19";"DE 55 A 59 ANOS";2;17;"NO"
"05/09/2020";"Passo Fundo - R17, R18, R19";"DE 50 A 54 ANOS";1;17;"NO"
"14/09/2020";"Passo Fundo - R17, R18, R19";"80 ANOS OU MAIS";1;17;"NO"
"07/03/2021";"Passo Fundo - R17, R18, R19";"DE 45 A 49 ANOS";2;17;"NO"
"22/05/2021";"Passo Fundo - R17, R18, R19";"DE 50 A 54 ANOS";1;17;"NO"
"08/05/2021";"Passo Fundo - R17, R18, R19";"DE 70 A 74 ANOS";1;17;"NO"
"08/09/2020";"Santa Maria - R01, R02";"DE 55 A 59 ANOS";1;1;"CO"
"18/03/2021";"Passo Fundo - R17, R18, R19";"DE 60 A 64 ANOS";2;17;"NO"
"16/09/2020";"Santa Maria - R01, R02";"80 ANOS OU MAIS";1;1;"CO"
"13/02/2021";"Passo Fundo - R17, R18, R19";"DE 45 A 49 ANOS";1;17;"NO"
"07/01/2021";"Passo Fundo - R17, R18, R19";"DE 70 A 74 ANOS";3;17;"NO"
"29/09/2020";"Porto Alegre - R10";"DE 70 A 74 ANOS";3;10;"ME"
"05/02/2021";"Passo Fundo - R17, R18, R19";"DE 60 A 64 ANOS";1;17;"NO"
"04/09/2020";"Porto Alegre - R10";"DE 70 A 74 ANOS";1;10;"ME"
"07/04/2021";"Passo Fundo - R17, R18, R19";"DE 60 A 64 ANOS";1;17;"NO"
"19/04/2021";"Passo Fundo - R17, R18, R19";"DE 65 A 69 ANOS";2;17;"NO"
"05/09/2020";"Porto Alegre - R10";"DE 30 A 34 ANOS";1;10;"ME"
"12/01/2021";"Passo Fundo - R17, R18, R19";"DE 25 A 29 ANOS";1;17;"NO"
"17/09/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";8;10;"ME"
"09/09/2020";"Porto Alegre - R10";"DE 50 A 54 ANOS";1;10;"ME"
"24/06/2021";"Passo Fundo - R17, R18, R19";"DE 55 A 59 ANOS";2;17;"NO"
"11/09/2020";"Porto Alegre - R10";"DE 60 A 64 ANOS";2;10;"ME"
"08/02/2021";"Passo Fundo - R17, R18, R19";"DE 20 A 24 ANOS";1;17;"NO"
"18/12/2020";"Passo Fundo - R17, R18, R19";"DE 75 A 79 ANOS";1;17;"NO"
"11/01/2021";"Passo Fundo - R17, R18, R19";"DE 45 A 49 ANOS";1;17;"NO"
"04/04/2021";"Passo Fundo - R17, R18, R19";"DE 60 A 64 ANOS";1;17;"NO"
"23/09/2020";"Porto Alegre - R10";"DE 65 A 69 ANOS";3;10;"ME"
"03/03/2021";"Passo Fundo - R17, R18, R19";"DE 70 A 74 ANOS";2;17;"NO"
"18/09/2020";"Uruguaiana - R03";"DE 65 A 69 ANOS";1;3;"CO"
"18/09/2020";"Capão da Canoa - R04, R05";"80 ANOS OU MAIS";1;4;"ME"
"07/09/2020";"Santa Cruz do Sul - R28";"80 ANOS OU MAIS";1;28;"VA"
"06/05/2021";"Passo Fundo - R17, R18, R19";"DE 65 A 69 ANOS";3;17;"NO"
"03/09/2020";"Santa Cruz do Sul - R28";"DE 65 A 69 ANOS";1;28;"VA"
"16/02/2021";"Passo Fundo - R17, R18, R19";"DE 60 A 64 ANOS";1;17;"NO"
"14/09/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 65 A 69 ANOS";2;23;"SE"
"12/09/2020";"Novo Hamburgo - R07";"DE 45 A 49 ANOS";1;7;"ME"
"10/07/2021";"Passo Fundo - R17, R18, R19";"DE 50 A 54 ANOS";1;17;"NO"
"05/09/2020";"Novo Hamburgo - R07";"80 ANOS OU MAIS";1;7;"ME"
"31/01/2021";"Passo Fundo - R17, R18, R19";"DE 45 A 49 ANOS";1;17;"NO"
"06/06/2021";"Passo Fundo - R17, R18, R19";"DE 25 A 29 ANOS";1;17;"NO"
"11/09/2020";"Novo Hamburgo - R07";"DE 65 A 69 ANOS";1;7;"ME"
"24/02/2021";"Passo Fundo - R17, R18, R19";"DE 45 A 49 ANOS";2;17;"NO"
"22/06/2021";"Passo Fundo - R17, R18, R19";"DE 55 A 59 ANOS";4;17;"NO"
"18/09/2020";"Novo Hamburgo - R07";"80 ANOS OU MAIS";1;7;"ME"
"16/09/2020";"Novo Hamburgo - R07";"80 ANOS OU MAIS";2;7;"ME"
"13/09/2020";"Novo Hamburgo - R07";"DE 40 A 44 ANOS";2;7;"ME"
"14/12/2020";"Passo Fundo - R17, R18, R19";"DE 75 A 79 ANOS";2;17;"NO"
"17/09/2020";"Taquara - R06";"DE 70 A 74 ANOS";1;6;"ME"
"19/12/2020";"Passo Fundo - R17, R18, R19";"DE 60 A 64 ANOS";2;17;"NO"
"06/09/2020";"Pelotas - R21";"DE 65 A 69 ANOS";1;21;"SU"
"25/09/2020";"Pelotas - R21";"DE 75 A 79 ANOS";1;21;"SU"
"04/02/2021";"Passo Fundo - R17, R18, R19";"DE 55 A 59 ANOS";1;17;"NO"
"05/09/2020";"Pelotas - R21";"80 ANOS OU MAIS";1;21;"SU"
"16/09/2020";"Cruz Alta - R12";"DE 65 A 69 ANOS";1;12;"MI"
"10/09/2020";"Ijuí - R13";"DE 60 A 64 ANOS";1;13;"MI"
"10/09/2020";"Ijuí - R13";"DE 70 A 74 ANOS";1;13;"MI"
"06/09/2020";"Guaíba - R09";"DE 70 A 74 ANOS";1;9;"ME"
"12/09/2020";"Guaíba - R09";"DE 40 A 44 ANOS";1;9;"ME"
"04/07/2021";"Passo Fundo - R17, R18, R19";"DE 75 A 79 ANOS";1;17;"NO"
"07/09/2020";"Canoas - R08";"DE 35 A 39 ANOS";1;8;"ME"
"24/04/2021";"Passo Fundo - R17, R18, R19";"DE 25 A 29 ANOS";1;17;"NO"
"27/06/2021";"Passo Fundo - R17, R18, R19";"80 ANOS OU MAIS";2;17;"NO"
"11/09/2020";"Canoas - R08";"DE 50 A 54 ANOS";1;8;"ME"
"03/09/2020";"Canoas - R08";"DE 65 A 69 ANOS";1;8;"ME"
"10/09/2020";"Santo Ângelo - R11";"DE 45 A 49 ANOS";1;11;"MI"
"15/01/2021";"Passo Fundo - R17, R18, R19";"DE 55 A 59 ANOS";1;17;"NO"
"07/09/2020";"Santo Ângelo - R11";"DE 60 A 64 ANOS";1;11;"MI"
"15/09/2020";"Passo Fundo - R17, R18, R19";"DE 25 A 29 ANOS";1;17;"NO"
"11/09/2020";"Passo Fundo - R17, R18, R19";"DE 65 A 69 ANOS";2;17;"NO"
"31/05/2021";"Passo Fundo - R17, R18, R19";"DE 70 A 74 ANOS";1;17;"NO"
"12/03/2021";"Passo Fundo - R17, R18, R19";"DE 70 A 74 ANOS";2;17;"NO"
"19/09/2020";"Passo Fundo - R17, R18, R19";"DE 65 A 69 ANOS";2;17;"NO"
"12/09/2020";"Passo Fundo - R17, R18, R19";"DE 45 A 49 ANOS";1;17;"NO"
"06/09/2020";"Santa Maria - R01, R02";"DE 60 A 64 ANOS";1;1;"CO"
"01/10/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";4;10;"ME"
"05/04/2021";"Passo Fundo - R17, R18, R19";"DE 65 A 69 ANOS";2;17;"NO"
"15/04/2021";"Passo Fundo - R17, R18, R19";"DE 40 A 44 ANOS";2;17;"NO"
"19/09/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";2;10;"ME"
"11/09/2020";"Porto Alegre - R10";"DE 75 A 79 ANOS";1;10;"ME"
"25/04/2021";"Passo Fundo - R17, R18, R19";"DE 60 A 64 ANOS";1;17;"NO"
"03/09/2020";"Porto Alegre - R10";"DE 35 A 39 ANOS";1;10;"ME"
"07/09/2020";"Porto Alegre - R10";"DE 45 A 49 ANOS";1;10;"ME"
"25/09/2020";"Porto Alegre - R10";"DE 75 A 79 ANOS";3;10;"ME"
"28/01/2021";"Passo Fundo - R17, R18, R19";"DE 65 A 69 ANOS";1;17;"NO"
"13/09/2020";"Porto Alegre - R10";"DE 45 A 49 ANOS";2;10;"ME"
"23/09/2020";"Porto Alegre - R10";"DE 55 A 59 ANOS";2;10;"ME"
"19/03/2021";"Passo Fundo - R17, R18, R19";"80 ANOS OU MAIS";1;17;"NO"
"19/03/2021";"Passo Fundo - R17, R18, R19";"DE 75 A 79 ANOS";1;17;"NO"
"09/09/2020";"Porto Alegre - R10";"DE 75 A 79 ANOS";2;10;"ME"
"09/09/2020";"Uruguaiana - R03";"DE 65 A 69 ANOS";1;3;"CO"
"12/03/2021";"Passo Fundo - R17, R18, R19";"DE 60 A 64 ANOS";1;17;"NO"
"17/09/2020";"Santa Cruz do Sul - R28";"DE 75 A 79 ANOS";1;28;"VA"
"10/09/2020";"Santa Cruz do Sul - R28";"DE 55 A 59 ANOS";1;28;"VA"
"05/09/2020";"Lajeado - R29, R30";"DE 55 A 59 ANOS";1;29;"VA"
"14/09/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 40 A 44 ANOS";1;23;"SE"
"03/01/2021";"Passo Fundo - R17, R18, R19";"DE 35 A 39 ANOS";1;17;"NO"
"11/09/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 45 A 49 ANOS";1;23;"SE"
"03/03/2021";"Passo Fundo - R17, R18, R19";"80 ANOS OU MAIS";2;17;"NO"
"10/09/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 40 A 44 ANOS";1;23;"SE"
"05/09/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 55 A 59 ANOS";2;23;"SE"
"17/09/2020";"Novo Hamburgo - R07";"DE 35 A 39 ANOS";1;7;"ME"
"13/09/2020";"Novo Hamburgo - R07";"DE 55 A 59 ANOS";1;7;"ME"
"15/09/2020";"Novo Hamburgo - R07";"DE 65 A 69 ANOS";1;7;"ME"
"09/09/2020";"Erechim - R16";"DE 60 A 64 ANOS";1;16;"NO"
"10/09/2020";"Erechim - R16";"DE 70 A 74 ANOS";1;16;"NO"
"08/09/2020";"Cachoeira do Sul - R27";"DE 25 A 29 ANOS";1;27;"VA"
"11/09/2020";"Santa Rosa - R14";"DE 70 A 74 ANOS";1;14;"MI"
"29/04/2021";"Passo Fundo - R17, R18, R19";"DE 50 A 54 ANOS";2;17;"NO"
"07/07/2021";"Passo Fundo - R17, R18, R19";"DE 45 A 49 ANOS";1;17;"NO"
"27/12/2020";"Pelotas - R21";"DE 75 A 79 ANOS";2;21;"SU"
"10/09/2020";"Pelotas - R21";"DE 45 A 49 ANOS";1;21;"SU"
"14/09/2020";"Ijuí - R13";"80 ANOS OU MAIS";1;13;"MI"
"17/09/2020";"Ijuí - R13";"DE 35 A 39 ANOS";2;13;"MI"
"14/01/2021";"Passo Fundo - R17, R18, R19";"DE 15 A 19 ANOS";1;17;"NO"
"13/09/2020";"Guaíba - R09";"80 ANOS OU MAIS";1;9;"ME"
"13/09/2020";"Guaíba - R09";"DE 60 A 64 ANOS";1;9;"ME"
"08/09/2020";"Guaíba - R09";"DE 70 A 74 ANOS";1;9;"ME"
"25/05/2021";"Santa Maria - R01, R02";"DE 50 A 54 ANOS";2;1;"CO"
"06/09/2020";"Guaíba - R09";"DE 60 A 64 ANOS";1;9;"ME"
"27/09/2020";"Canoas - R08";"DE 75 A 79 ANOS";1;8;"ME"
"05/09/2020";"Canoas - R08";"DE 60 A 64 ANOS";1;8;"ME"
"04/09/2020";"Canoas - R08";"DE 65 A 69 ANOS";1;8;"ME"
"16/09/2020";"Santo Ângelo - R11";"DE 40 A 44 ANOS";1;11;"MI"
"07/04/2021";"Santa Maria - R01, R02";"DE 70 A 74 ANOS";2;1;"CO"
"15/09/2020";"Passo Fundo - R17, R18, R19";"80 ANOS OU MAIS";1;17;"NO"
"07/09/2020";"Passo Fundo - R17, R18, R19";"DE 65 A 69 ANOS";1;17;"NO"
"13/09/2020";"Passo Fundo - R17, R18, R19";"80 ANOS OU MAIS";1;17;"NO"
"30/06/2021";"Santa Maria - R01, R02";"DE 55 A 59 ANOS";1;1;"CO"
"10/09/2020";"Passo Fundo - R17, R18, R19";"DE 40 A 44 ANOS";1;17;"NO"
"07/01/2021";"Santa Maria - R01, R02";"DE 50 A 54 ANOS";3;1;"CO"
"21/09/2020";"Passo Fundo - R17, R18, R19";"DE 30 A 34 ANOS";1;17;"NO"
"14/05/2021";"Santa Maria - R01, R02";"DE 60 A 64 ANOS";2;1;"CO"
"12/09/2020";"Santa Maria - R01, R02";"DE 40 A 44 ANOS";1;1;"CO"
"13/09/2020";"Santa Maria - R01, R02";"80 ANOS OU MAIS";1;1;"CO"
"22/02/2021";"Santa Maria - R01, R02";"DE 70 A 74 ANOS";4;1;"CO"
"06/09/2020";"Santa Maria - R01, R02";"80 ANOS OU MAIS";1;1;"CO"
"11/09/2020";"Santa Maria - R01, R02";"DE 60 A 64 ANOS";1;1;"CO"
"29/04/2021";"Santa Maria - R01, R02";"DE 65 A 69 ANOS";1;1;"CO"
"25/02/2021";"Santa Maria - R01, R02";"DE 60 A 64 ANOS";2;1;"CO"
"27/01/2021";"Santa Maria - R01, R02";"DE 75 A 79 ANOS";1;1;"CO"
"09/04/2021";"Santa Maria - R01, R02";"DE 65 A 69 ANOS";3;1;"CO"
"20/01/2021";"Santa Maria - R01, R02";"80 ANOS OU MAIS";1;1;"CO"
"16/09/2020";"Porto Alegre - R10";"DE 75 A 79 ANOS";3;10;"ME"
"05/05/2021";"Santa Maria - R01, R02";"DE 70 A 74 ANOS";1;1;"CO"
"22/03/2021";"Santa Maria - R01, R02";"DE 50 A 54 ANOS";2;1;"CO"
"14/02/2021";"Santa Maria - R01, R02";"DE 55 A 59 ANOS";2;1;"CO"
"24/06/2021";"Santa Maria - R01, R02";"DE 70 A 74 ANOS";1;1;"CO"
"25/03/2021";"Santa Maria - R01, R02";"80 ANOS OU MAIS";1;1;"CO"
"01/02/2021";"Santa Maria - R01, R02";"DE 70 A 74 ANOS";1;1;"CO"
"14/05/2021";"Santa Maria - R01, R02";"DE 35 A 39 ANOS";2;1;"CO"
"15/09/2020";"Porto Alegre - R10";"DE 60 A 64 ANOS";4;10;"ME"
"26/03/2021";"Santa Maria - R01, R02";"DE 75 A 79 ANOS";1;1;"CO"
"08/09/2020";"Porto Alegre - R10";"80 ANOS OU MAIS";4;10;"ME"
"11/04/2021";"Santa Maria - R01, R02";"DE 45 A 49 ANOS";1;1;"CO"
"05/06/2021";"Santa Maria - R01, R02";"DE 50 A 54 ANOS";2;1;"CO"
"14/09/2020";"Porto Alegre - R10";"DE 75 A 79 ANOS";2;10;"ME"
"11/03/2021";"Santa Maria - R01, R02";"DE 60 A 64 ANOS";3;1;"CO"
"16/04/2021";"Santa Maria - R01, R02";"DE 55 A 59 ANOS";4;1;"CO"
"10/06/2021";"Santa Maria - R01, R02";"80 ANOS OU MAIS";1;1;"CO"
"02/06/2021";"Santa Maria - R01, R02";"DE 50 A 54 ANOS";1;1;"CO"
"16/04/2021";"Santa Maria - R01, R02";"DE 65 A 69 ANOS";3;1;"CO"
"01/03/2021";"Santa Maria - R01, R02";"DE 30 A 34 ANOS";1;1;"CO"
"11/09/2020";"Porto Alegre - R10";"DE 35 A 39 ANOS";2;10;"ME"
"13/04/2021";"Santa Maria - R01, R02";"80 ANOS OU MAIS";3;1;"CO"
"12/09/2020";"Porto Alegre - R10";"DE 50 A 54 ANOS";2;10;"ME"
"09/09/2020";"Uruguaiana - R03";"80 ANOS OU MAIS";1;3;"CO"
"17/03/2021";"Santa Maria - R01, R02";"DE 65 A 69 ANOS";3;1;"CO"
"07/07/2021";"Santa Maria - R01, R02";"DE 65 A 69 ANOS";1;1;"CO"
"05/09/2020";"Santa Cruz do Sul - R28";"80 ANOS OU MAIS";1;28;"VA"
"06/09/2020";"Caxias do Sul - R23, R24, R25, R26";"80 ANOS OU MAIS";1;23;"SE"
"27/09/2020";"Caxias do Sul - R23, R24, R25, R26";"DE 70 A 74 ANOS";1;23;"SE"
"26/04/2021";"Santa Maria - R01, R02";"80 ANOS OU MAIS";1;1;"CO"
"04/03/2021";"Santa Maria - R01, R02";"DE 60 A 64 ANOS";2;1;"CO"
"20/03/2021";"Santa Maria - R01, R02";"DE 65 A 69 ANOS";2;1;"CO"
"08/09/2020";"Novo Hamburgo - R07";"DE 75 A 79 ANOS";1;7;"ME"
"04/09/2020";"Novo Hamburgo - R07";"80 ANOS OU MAIS";1;7;"ME"
"14/09/2020";"Novo Hamburgo - R07";"DE 35 A 39 ANOS";1;7;"ME"
"07/05/2021";"Santa Maria - R01, R02";"DE 40 A 44 ANOS";2;1;"CO"
"27/09/2020";"Taquara - R06";"DE 70 A 74 ANOS";1;6;"ME"
"10/09/2020";"Palmeira das Missões - R15, R20";"DE 60 A 64 ANOS";1;15;"NO"
"08/09/2020";"Pelotas - R21";"DE 65 A 69 ANOS";2;21;"SU"
"15/09/2020";"Pelotas - R21";"80 ANOS OU MAIS";1;21;"SU"
"09/09/2020";"Pelotas - R21";"DE 60 A 64 ANOS";1;21;"SU"
"18/09/2020";"Cruz Alta - R12";"DE 70 A 74 ANOS";4;12;"MI"
"12/09/2020";"Ijuí - R13";"DE 65 A 69 ANOS";1;13;"MI"
"11/04/2021";"Santa Maria - R01, R02";"DE 70 A 74 ANOS";2;1;"CO"
"15/09/2020";"Bagé - R22";"DE 55 A 59 ANOS";1;22;"SU"
"05/09/2020";"Guaíba - R09";"DE 65 A 69 ANOS";1;9;"ME"
"08/09/2020";"Canoas - R08";"80 ANOS OU MAIS";1;8;"ME"
"05/09/2020";"Canoas - R08";"DE 75 A 79 ANOS";1;8;"ME"
"13/09/2020";"Santo Ângelo - R11";"DE 50 A 54 ANOS";1;11;"MI"
"08/09/2020";"Santo Ângelo - R11";"80 ANOS OU MAIS";1;11;"MI"
"05/06/2021";"Santa Maria - R01, R02";"DE 35 A 39 ANOS";3;1;"CO"
"15/09/2020";"Passo Fundo - R17, R18, R19";"DE 40 A 44 ANOS";2;17;"NO"
"25/09/2020";"Passo Fundo - R17, R18, R19";"DE 65 A 69 ANOS";1;17;"NO"
"11/09/2020";"Santa Maria - R01, R02";"80 ANOS OU MAIS";1;1;"CO"
"05/09/2020";"Santa Maria - R01, R02";"80 ANOS OU MAIS";1;1;"CO"
"17/03/2021";"Santa Maria - R01, R02";"DE 60 A 64 ANOS";1;1;"CO"
"11/09/2020";"Santa Maria - R01, R02";"DE 50 A 54 ANOS";1;1;"CO"
"17/05/2021";"Santa Maria - R01, R02";"DE 60 A 64 ANOS";3;1;"CO"
"21/12/2020";"Santa Maria - R01, R02";"DE 70 A 74 ANOS";1;1;"CO"
"14/09/2020";"Porto Alegre - R10";"DE 55 A 59 ANOS";1;10;"ME"
"19/03/2021";"Santa Maria - R01, R02";"DE 70 A 74 ANOS";2;1;"CO"
"13/09/2020";"Porto Alegre - R10";"DE 60 A 64 ANOS";2;10;"ME"
"18/09/2020";"Porto Alegre - R10";"DE 75 A 79 ANOS";6;10;"ME"
"10/09/2020";"Porto Alegre - R10";"DE 60 A 64 ANOS";2;10;"ME"
"15/09/2020";"Porto Alegre - R10";"DE 30 A 34 ANOS";1;10;"ME"
"22/06/2021";"Santa Maria - R01, R02";"DE 55 A 59 ANOS";1;1;"CO"
"31/03/2021";"Santa Maria - R01, R02";"DE 75 A 79 ANOS";1;1;"CO"
"20/09/2020";"Porto Alegre - R10";"DE 70 A 74 ANOS";3;10;"ME"
"11/09/2020";"Porto Alegre - R10";"DE 45 A 49 ANOS";3;10;"ME"
"27/05/2021";"Santa Maria - R01, R02";"DE 25 A 29 ANOS";1;1;"CO"
"13/09/2020";"Porto Alegre - R10";"DE 25 A 29 ANOS";1;10;"ME"
"04/04/2021";"Santa Maria - R01, R02";"DE 75 A 79 ANOS";2;1;"CO"
"09/02/2021";"Santa Maria - R01, R02";"DE 35 A 39 ANOS";1;1;"CO"
"15/09/2020";"Uruguaiana - R03";"DE 60 A 64 ANOS";1;3;"CO"
"02/10/2020";"Uruguaiana - R03";"80 ANOS OU MAIS";1;3;"CO"
"07/09/2020";"Uruguaiana - R03";"DE 45 A 49 ANOS";1;3;"CO"
"14/10/2020";"Capão da Canoa - R04, R05";"DE 35 A 39 ANOS";1;4;"ME"
