"Data_Hosp";"Qualificação_Municípios.Região Covid-19";"Confirmados em UTI (Adulto + Pediátrico)";"Cod_Região";"Cod_Macro"
"20/05/2020";"Bagé - R22";0;22;"SU"
"21/05/2020";"Bagé - R22";0;22;"SU"
"22/05/2020";"Bagé - R22";0;22;"SU"
"23/05/2020";"Bagé - R22";0;22;"SU"
"24/05/2020";"Bagé - R22";0;22;"SU"
"25/05/2020";"Bagé - R22";0;22;"SU"
"26/05/2020";"Bagé - R22";0;22;"SU"
"27/05/2020";"Bagé - R22";0;22;"SU"
"28/05/2020";"Bagé - R22";0;22;"SU"
"29/05/2020";"Bagé - R22";0;22;"SU"
"30/05/2020";"Bagé - R22";0;22;"SU"
"31/05/2020";"Bagé - R22";0;22;"SU"
"01/06/2020";"Bagé - R22";0;22;"SU"
"02/06/2020";"Bagé - R22";0;22;"SU"
"03/06/2020";"Bagé - R22";1;22;"SU"
"04/06/2020";"Bagé - R22";1;22;"SU"
"05/06/2020";"Bagé - R22";1;22;"SU"
"06/06/2020";"Bagé - R22";2;22;"SU"
"07/06/2020";"Bagé - R22";0;22;"SU"
"08/06/2020";"Bagé - R22";0;22;"SU"
"09/06/2020";"Bagé - R22";0;22;"SU"
"10/06/2020";"Bagé - R22";0;22;"SU"
"11/06/2020";"Bagé - R22";1;22;"SU"
"12/06/2020";"Bagé - R22";1;22;"SU"
"13/06/2020";"Bagé - R22";0;22;"SU"
"14/06/2020";"Bagé - R22";0;22;"SU"
"15/06/2020";"Bagé - R22";0;22;"SU"
"16/06/2020";"Bagé - R22";0;22;"SU"
"17/06/2020";"Bagé - R22";0;22;"SU"
"18/06/2020";"Bagé - R22";0;22;"SU"
"19/06/2020";"Bagé - R22";1;22;"SU"
"20/06/2020";"Bagé - R22";1;22;"SU"
"21/06/2020";"Bagé - R22";1;22;"SU"
"22/06/2020";"Bagé - R22";1;22;"SU"
"23/06/2020";"Bagé - R22";1;22;"SU"
"24/06/2020";"Bagé - R22";1;22;"SU"
"25/06/2020";"Bagé - R22";1;22;"SU"
"26/06/2020";"Bagé - R22";1;22;"SU"
"27/06/2020";"Bagé - R22";2;22;"SU"
"28/06/2020";"Bagé - R22";2;22;"SU"
"29/06/2020";"Bagé - R22";2;22;"SU"
"30/06/2020";"Bagé - R22";2;22;"SU"
"01/07/2020";"Bagé - R22";1;22;"SU"
"02/07/2020";"Bagé - R22";2;22;"SU"
"03/07/2020";"Bagé - R22";2;22;"SU"
"04/07/2020";"Bagé - R22";3;22;"SU"
"05/07/2020";"Bagé - R22";3;22;"SU"
"06/07/2020";"Bagé - R22";3;22;"SU"
"07/07/2020";"Bagé - R22";2;22;"SU"
"08/07/2020";"Bagé - R22";2;22;"SU"
"09/07/2020";"Bagé - R22";2;22;"SU"
"10/07/2020";"Bagé - R22";3;22;"SU"
"11/07/2020";"Bagé - R22";2;22;"SU"
"12/07/2020";"Bagé - R22";0;22;"SU"
"13/07/2020";"Bagé - R22";2;22;"SU"
"14/07/2020";"Bagé - R22";3;22;"SU"
"15/07/2020";"Bagé - R22";2;22;"SU"
"16/07/2020";"Bagé - R22";0;22;"SU"
"17/07/2020";"Bagé - R22";1;22;"SU"
"18/07/2020";"Bagé - R22";1;22;"SU"
"19/07/2020";"Bagé - R22";2;22;"SU"
"20/07/2020";"Bagé - R22";4;22;"SU"
"21/07/2020";"Bagé - R22";4;22;"SU"
"22/07/2020";"Bagé - R22";3;22;"SU"
"23/07/2020";"Bagé - R22";3;22;"SU"
"24/07/2020";"Bagé - R22";5;22;"SU"
"25/07/2020";"Bagé - R22";4;22;"SU"
"26/07/2020";"Bagé - R22";6;22;"SU"
"27/07/2020";"Bagé - R22";8;22;"SU"
"28/07/2020";"Bagé - R22";8;22;"SU"
"29/07/2020";"Bagé - R22";5;22;"SU"
"30/07/2020";"Bagé - R22";4;22;"SU"
"31/07/2020";"Bagé - R22";4;22;"SU"
"01/08/2020";"Bagé - R22";6;22;"SU"
"02/08/2020";"Bagé - R22";5;22;"SU"
"03/08/2020";"Bagé - R22";6;22;"SU"
"04/08/2020";"Bagé - R22";5;22;"SU"
"05/08/2020";"Bagé - R22";4;22;"SU"
"06/08/2020";"Bagé - R22";4;22;"SU"
"07/08/2020";"Bagé - R22";4;22;"SU"
"08/08/2020";"Bagé - R22";1;22;"SU"
"09/08/2020";"Bagé - R22";1;22;"SU"
"10/08/2020";"Bagé - R22";3;22;"SU"
"11/08/2020";"Bagé - R22";2;22;"SU"
"12/08/2020";"Bagé - R22";2;22;"SU"
"13/08/2020";"Bagé - R22";2;22;"SU"
"14/08/2020";"Bagé - R22";1;22;"SU"
"15/08/2020";"Bagé - R22";2;22;"SU"
"16/08/2020";"Bagé - R22";2;22;"SU"
"17/08/2020";"Bagé - R22";3;22;"SU"
"18/08/2020";"Bagé - R22";3;22;"SU"
"19/08/2020";"Bagé - R22";1;22;"SU"
"20/08/2020";"Bagé - R22";2;22;"SU"
"21/08/2020";"Bagé - R22";5;22;"SU"
"22/08/2020";"Bagé - R22";4;22;"SU"
"23/08/2020";"Bagé - R22";3;22;"SU"
"24/08/2020";"Bagé - R22";3;22;"SU"
"25/08/2020";"Bagé - R22";2;22;"SU"
"26/08/2020";"Bagé - R22";3;22;"SU"
"27/08/2020";"Bagé - R22";3;22;"SU"
"28/08/2020";"Bagé - R22";3;22;"SU"
"29/08/2020";"Bagé - R22";2;22;"SU"
"30/08/2020";"Bagé - R22";2;22;"SU"
"31/08/2020";"Bagé - R22";2;22;"SU"
"01/09/2020";"Bagé - R22";3;22;"SU"
"02/09/2020";"Bagé - R22";3;22;"SU"
"03/09/2020";"Bagé - R22";3;22;"SU"
"04/09/2020";"Bagé - R22";3;22;"SU"
"05/09/2020";"Bagé - R22";1;22;"SU"
"06/09/2020";"Bagé - R22";2;22;"SU"
"07/09/2020";"Bagé - R22";1;22;"SU"
"08/09/2020";"Bagé - R22";4;22;"SU"
"09/09/2020";"Bagé - R22";3;22;"SU"
"10/09/2020";"Bagé - R22";3;22;"SU"
"11/09/2020";"Bagé - R22";4;22;"SU"
"12/09/2020";"Bagé - R22";5;22;"SU"
"13/09/2020";"Bagé - R22";5;22;"SU"
"14/09/2020";"Bagé - R22";4;22;"SU"
"15/09/2020";"Bagé - R22";6;22;"SU"
"16/09/2020";"Bagé - R22";6;22;"SU"
"17/09/2020";"Bagé - R22";4;22;"SU"
"18/09/2020";"Bagé - R22";5;22;"SU"
"19/09/2020";"Bagé - R22";4;22;"SU"
"20/09/2020";"Bagé - R22";3;22;"SU"
"21/09/2020";"Bagé - R22";2;22;"SU"
"22/09/2020";"Bagé - R22";3;22;"SU"
"23/09/2020";"Bagé - R22";2;22;"SU"
"24/09/2020";"Bagé - R22";2;22;"SU"
"25/09/2020";"Bagé - R22";3;22;"SU"
"26/09/2020";"Bagé - R22";2;22;"SU"
"27/09/2020";"Bagé - R22";2;22;"SU"
"28/09/2020";"Bagé - R22";2;22;"SU"
"29/09/2020";"Bagé - R22";3;22;"SU"
"30/09/2020";"Bagé - R22";3;22;"SU"
"01/10/2020";"Bagé - R22";4;22;"SU"
"02/10/2020";"Bagé - R22";2;22;"SU"
"03/10/2020";"Bagé - R22";3;22;"SU"
"04/10/2020";"Bagé - R22";4;22;"SU"
"05/10/2020";"Bagé - R22";4;22;"SU"
"06/10/2020";"Bagé - R22";4;22;"SU"
"07/10/2020";"Bagé - R22";4;22;"SU"
"08/10/2020";"Bagé - R22";3;22;"SU"
"09/10/2020";"Bagé - R22";4;22;"SU"
"10/10/2020";"Bagé - R22";3;22;"SU"
"11/10/2020";"Bagé - R22";3;22;"SU"
"12/10/2020";"Bagé - R22";4;22;"SU"
"13/10/2020";"Bagé - R22";4;22;"SU"
"14/10/2020";"Bagé - R22";4;22;"SU"
"15/10/2020";"Bagé - R22";3;22;"SU"
"16/10/2020";"Bagé - R22";3;22;"SU"
"17/10/2020";"Bagé - R22";2;22;"SU"
"18/10/2020";"Bagé - R22";2;22;"SU"
"19/10/2020";"Bagé - R22";2;22;"SU"
"20/10/2020";"Bagé - R22";2;22;"SU"
"21/10/2020";"Bagé - R22";2;22;"SU"
"22/10/2020";"Bagé - R22";2;22;"SU"
"23/10/2020";"Bagé - R22";2;22;"SU"
"24/10/2020";"Bagé - R22";3;22;"SU"
"25/10/2020";"Bagé - R22";3;22;"SU"
"26/10/2020";"Bagé - R22";4;22;"SU"
"27/10/2020";"Bagé - R22";3;22;"SU"
"28/10/2020";"Bagé - R22";3;22;"SU"
"29/10/2020";"Bagé - R22";3;22;"SU"
"30/10/2020";"Bagé - R22";3;22;"SU"
"31/10/2020";"Bagé - R22";4;22;"SU"
"01/11/2020";"Bagé - R22";4;22;"SU"
"02/11/2020";"Bagé - R22";5;22;"SU"
"03/11/2020";"Bagé - R22";6;22;"SU"
"04/11/2020";"Bagé - R22";5;22;"SU"
"05/11/2020";"Bagé - R22";5;22;"SU"
"06/11/2020";"Bagé - R22";6;22;"SU"
"07/11/2020";"Bagé - R22";5;22;"SU"
"08/11/2020";"Bagé - R22";5;22;"SU"
"09/11/2020";"Bagé - R22";5;22;"SU"
"10/11/2020";"Bagé - R22";5;22;"SU"
"11/11/2020";"Bagé - R22";5;22;"SU"
"12/11/2020";"Bagé - R22";6;22;"SU"
"13/11/2020";"Bagé - R22";6;22;"SU"
"14/11/2020";"Bagé - R22";7;22;"SU"
"15/11/2020";"Bagé - R22";7;22;"SU"
"16/11/2020";"Bagé - R22";8;22;"SU"
"17/11/2020";"Bagé - R22";7;22;"SU"
"18/11/2020";"Bagé - R22";6;22;"SU"
"19/11/2020";"Bagé - R22";6;22;"SU"
"20/11/2020";"Bagé - R22";6;22;"SU"
"21/11/2020";"Bagé - R22";7;22;"SU"
"22/11/2020";"Bagé - R22";6;22;"SU"
"23/11/2020";"Bagé - R22";6;22;"SU"
"24/11/2020";"Bagé - R22";4;22;"SU"
"25/11/2020";"Bagé - R22";4;22;"SU"
"26/11/2020";"Bagé - R22";6;22;"SU"
"27/11/2020";"Bagé - R22";7;22;"SU"
"28/11/2020";"Bagé - R22";9;22;"SU"
"29/11/2020";"Bagé - R22";7;22;"SU"
"30/11/2020";"Bagé - R22";6;22;"SU"
"01/12/2020";"Bagé - R22";9;22;"SU"
"02/12/2020";"Bagé - R22";6;22;"SU"
"03/12/2020";"Bagé - R22";6;22;"SU"
"04/12/2020";"Bagé - R22";7;22;"SU"
"05/12/2020";"Bagé - R22";7;22;"SU"
"06/12/2020";"Bagé - R22";7;22;"SU"
"07/12/2020";"Bagé - R22";9;22;"SU"
"08/12/2020";"Bagé - R22";11;22;"SU"
"09/12/2020";"Bagé - R22";12;22;"SU"
"10/12/2020";"Bagé - R22";12;22;"SU"
"11/12/2020";"Bagé - R22";9;22;"SU"
"12/12/2020";"Bagé - R22";8;22;"SU"
"13/12/2020";"Bagé - R22";11;22;"SU"
"14/12/2020";"Bagé - R22";10;22;"SU"
"15/12/2020";"Bagé - R22";8;22;"SU"
"16/12/2020";"Bagé - R22";11;22;"SU"
"17/12/2020";"Bagé - R22";8;22;"SU"
"18/12/2020";"Bagé - R22";9;22;"SU"
"19/12/2020";"Bagé - R22";9;22;"SU"
"20/12/2020";"Bagé - R22";11;22;"SU"
"21/12/2020";"Bagé - R22";10;22;"SU"
"22/12/2020";"Bagé - R22";12;22;"SU"
"23/12/2020";"Bagé - R22";9;22;"SU"
"24/12/2020";"Bagé - R22";12;22;"SU"
"25/12/2020";"Bagé - R22";12;22;"SU"
"26/12/2020";"Bagé - R22";11;22;"SU"
"27/12/2020";"Bagé - R22";13;22;"SU"
"28/12/2020";"Bagé - R22";13;22;"SU"
"29/12/2020";"Bagé - R22";11;22;"SU"
"30/12/2020";"Bagé - R22";13;22;"SU"
"31/12/2020";"Bagé - R22";14;22;"SU"
"01/01/2021";"Bagé - R22";14;22;"SU"
"02/01/2021";"Bagé - R22";12;22;"SU"
"03/01/2021";"Bagé - R22";12;22;"SU"
"04/01/2021";"Bagé - R22";13;22;"SU"
"05/01/2021";"Bagé - R22";13;22;"SU"
"06/01/2021";"Bagé - R22";12;22;"SU"
"07/01/2021";"Bagé - R22";12;22;"SU"
"08/01/2021";"Bagé - R22";11;22;"SU"
"09/01/2021";"Bagé - R22";10;22;"SU"
"10/01/2021";"Bagé - R22";8;22;"SU"
"11/01/2021";"Bagé - R22";7;22;"SU"
"12/01/2021";"Bagé - R22";9;22;"SU"
"13/01/2021";"Bagé - R22";9;22;"SU"
"14/01/2021";"Bagé - R22";12;22;"SU"
"15/01/2021";"Bagé - R22";11;22;"SU"
"16/01/2021";"Bagé - R22";8;22;"SU"
"17/01/2021";"Bagé - R22";10;22;"SU"
"18/01/2021";"Bagé - R22";8;22;"SU"
"19/01/2021";"Bagé - R22";8;22;"SU"
"20/01/2021";"Bagé - R22";9;22;"SU"
"21/01/2021";"Bagé - R22";8;22;"SU"
"22/01/2021";"Bagé - R22";6;22;"SU"
"23/01/2021";"Bagé - R22";8;22;"SU"
"24/01/2021";"Bagé - R22";12;22;"SU"
"25/01/2021";"Bagé - R22";9;22;"SU"
"26/01/2021";"Bagé - R22";10;22;"SU"
"27/01/2021";"Bagé - R22";10;22;"SU"
"28/01/2021";"Bagé - R22";10;22;"SU"
"29/01/2021";"Bagé - R22";9;22;"SU"
"30/01/2021";"Bagé - R22";8;22;"SU"
"31/01/2021";"Bagé - R22";9;22;"SU"
"01/02/2021";"Bagé - R22";8;22;"SU"
"02/02/2021";"Bagé - R22";8;22;"SU"
"03/02/2021";"Bagé - R22";8;22;"SU"
"04/02/2021";"Bagé - R22";10;22;"SU"
"05/02/2021";"Bagé - R22";11;22;"SU"
"06/02/2021";"Bagé - R22";10;22;"SU"
"07/02/2021";"Bagé - R22";10;22;"SU"
"08/02/2021";"Bagé - R22";10;22;"SU"
"09/02/2021";"Bagé - R22";10;22;"SU"
"10/02/2021";"Bagé - R22";11;22;"SU"
"11/02/2021";"Bagé - R22";11;22;"SU"
"12/02/2021";"Bagé - R22";10;22;"SU"
"13/02/2021";"Bagé - R22";7;22;"SU"
"14/02/2021";"Bagé - R22";9;22;"SU"
"15/02/2021";"Bagé - R22";10;22;"SU"
"16/02/2021";"Bagé - R22";8;22;"SU"
"17/02/2021";"Bagé - R22";7;22;"SU"
"18/02/2021";"Bagé - R22";6;22;"SU"
"19/02/2021";"Bagé - R22";5;22;"SU"
"20/02/2021";"Bagé - R22";9;22;"SU"
"21/02/2021";"Bagé - R22";8;22;"SU"
"22/02/2021";"Bagé - R22";8;22;"SU"
"23/02/2021";"Bagé - R22";12;22;"SU"
"24/02/2021";"Bagé - R22";14;22;"SU"
"25/02/2021";"Bagé - R22";11;22;"SU"
"26/02/2021";"Bagé - R22";13;22;"SU"
"27/02/2021";"Bagé - R22";15;22;"SU"
"28/02/2021";"Bagé - R22";12;22;"SU"
"01/03/2021";"Bagé - R22";13;22;"SU"
"02/03/2021";"Bagé - R22";10;22;"SU"
"03/03/2021";"Bagé - R22";16;22;"SU"
"04/03/2021";"Bagé - R22";16;22;"SU"
"05/03/2021";"Bagé - R22";20;22;"SU"
"06/03/2021";"Bagé - R22";19;22;"SU"
"07/03/2021";"Bagé - R22";19;22;"SU"
"08/03/2021";"Bagé - R22";20;22;"SU"
"09/03/2021";"Bagé - R22";20;22;"SU"
"10/03/2021";"Bagé - R22";20;22;"SU"
"11/03/2021";"Bagé - R22";19;22;"SU"
"12/03/2021";"Bagé - R22";17;22;"SU"
"13/03/2021";"Bagé - R22";19;22;"SU"
"14/03/2021";"Bagé - R22";19;22;"SU"
"15/03/2021";"Bagé - R22";22;22;"SU"
"16/03/2021";"Bagé - R22";23;22;"SU"
"17/03/2021";"Bagé - R22";23;22;"SU"
"18/03/2021";"Bagé - R22";23;22;"SU"
"19/03/2021";"Bagé - R22";23;22;"SU"
"20/03/2021";"Bagé - R22";20;22;"SU"
"21/03/2021";"Bagé - R22";21;22;"SU"
"22/03/2021";"Bagé - R22";20;22;"SU"
"23/03/2021";"Bagé - R22";23;22;"SU"
"24/03/2021";"Bagé - R22";23;22;"SU"
"25/03/2021";"Bagé - R22";22;22;"SU"
"26/03/2021";"Bagé - R22";23;22;"SU"
"27/03/2021";"Bagé - R22";23;22;"SU"
"28/03/2021";"Bagé - R22";22;22;"SU"
"29/03/2021";"Bagé - R22";22;22;"SU"
"30/03/2021";"Bagé - R22";23;22;"SU"
"31/03/2021";"Bagé - R22";22;22;"SU"
"01/04/2021";"Bagé - R22";25;22;"SU"
"02/04/2021";"Bagé - R22";25;22;"SU"
"03/04/2021";"Bagé - R22";25;22;"SU"
"04/04/2021";"Bagé - R22";26;22;"SU"
"05/04/2021";"Bagé - R22";26;22;"SU"
"06/04/2021";"Bagé - R22";24;22;"SU"
"07/04/2021";"Bagé - R22";24;22;"SU"
"08/04/2021";"Bagé - R22";24;22;"SU"
"09/04/2021";"Bagé - R22";22;22;"SU"
"10/04/2021";"Bagé - R22";26;22;"SU"
"11/04/2021";"Bagé - R22";26;22;"SU"
"12/04/2021";"Bagé - R22";27;22;"SU"
"13/04/2021";"Bagé - R22";27;22;"SU"
"14/04/2021";"Bagé - R22";26;22;"SU"
"15/04/2021";"Bagé - R22";27;22;"SU"
"16/04/2021";"Bagé - R22";26;22;"SU"
"17/04/2021";"Bagé - R22";24;22;"SU"
"18/04/2021";"Bagé - R22";25;22;"SU"
"19/04/2021";"Bagé - R22";25;22;"SU"
"20/04/2021";"Bagé - R22";25;22;"SU"
"21/04/2021";"Bagé - R22";25;22;"SU"
"22/04/2021";"Bagé - R22";24;22;"SU"
"23/04/2021";"Bagé - R22";25;22;"SU"
"24/04/2021";"Bagé - R22";23;22;"SU"
"25/04/2021";"Bagé - R22";22;22;"SU"
"26/04/2021";"Bagé - R22";21;22;"SU"
"27/04/2021";"Bagé - R22";23;22;"SU"
"28/04/2021";"Bagé - R22";19;22;"SU"
"29/04/2021";"Bagé - R22";19;22;"SU"
"30/04/2021";"Bagé - R22";20;22;"SU"
"01/05/2021";"Bagé - R22";19;22;"SU"
"02/05/2021";"Bagé - R22";18;22;"SU"
"03/05/2021";"Bagé - R22";20;22;"SU"
"04/05/2021";"Bagé - R22";23;22;"SU"
"05/05/2021";"Bagé - R22";20;22;"SU"
"06/05/2021";"Bagé - R22";20;22;"SU"
"07/05/2021";"Bagé - R22";15;22;"SU"
"08/05/2021";"Bagé - R22";18;22;"SU"
"09/05/2021";"Bagé - R22";18;22;"SU"
"10/05/2021";"Bagé - R22";16;22;"SU"
"11/05/2021";"Bagé - R22";13;22;"SU"
"12/05/2021";"Bagé - R22";16;22;"SU"
"13/05/2021";"Bagé - R22";16;22;"SU"
"14/05/2021";"Bagé - R22";15;22;"SU"
"15/05/2021";"Bagé - R22";14;22;"SU"
"16/05/2021";"Bagé - R22";15;22;"SU"
"17/05/2021";"Bagé - R22";16;22;"SU"
"18/05/2021";"Bagé - R22";17;22;"SU"
"19/05/2021";"Bagé - R22";18;22;"SU"
"20/05/2021";"Bagé - R22";14;22;"SU"
"21/05/2021";"Bagé - R22";13;22;"SU"
"22/05/2021";"Bagé - R22";13;22;"SU"
"23/05/2021";"Bagé - R22";15;22;"SU"
"24/05/2021";"Bagé - R22";17;22;"SU"
"25/05/2021";"Bagé - R22";16;22;"SU"
"26/05/2021";"Bagé - R22";15;22;"SU"
"27/05/2021";"Bagé - R22";15;22;"SU"
"28/05/2021";"Bagé - R22";15;22;"SU"
"29/05/2021";"Bagé - R22";16;22;"SU"
"30/05/2021";"Bagé - R22";15;22;"SU"
"31/05/2021";"Bagé - R22";14;22;"SU"
"01/06/2021";"Bagé - R22";16;22;"SU"
"02/06/2021";"Bagé - R22";16;22;"SU"
"03/06/2021";"Bagé - R22";17;22;"SU"
"04/06/2021";"Bagé - R22";20;22;"SU"
"05/06/2021";"Bagé - R22";21;22;"SU"
"06/06/2021";"Bagé - R22";21;22;"SU"
"07/06/2021";"Bagé - R22";19;22;"SU"
"08/06/2021";"Bagé - R22";18;22;"SU"
"09/06/2021";"Bagé - R22";19;22;"SU"
"10/06/2021";"Bagé - R22";20;22;"SU"
"11/06/2021";"Bagé - R22";19;22;"SU"
"12/06/2021";"Bagé - R22";18;22;"SU"
"13/06/2021";"Bagé - R22";17;22;"SU"
"14/06/2021";"Bagé - R22";15;22;"SU"
"15/06/2021";"Bagé - R22";17;22;"SU"
"16/06/2021";"Bagé - R22";16;22;"SU"
"17/06/2021";"Bagé - R22";15;22;"SU"
"18/06/2021";"Bagé - R22";17;22;"SU"
"19/06/2021";"Bagé - R22";16;22;"SU"
"20/06/2021";"Bagé - R22";16;22;"SU"
"21/06/2021";"Bagé - R22";15;22;"SU"
"22/06/2021";"Bagé - R22";16;22;"SU"
"23/06/2021";"Bagé - R22";13;22;"SU"
"24/06/2021";"Bagé - R22";13;22;"SU"
"25/06/2021";"Bagé - R22";10;22;"SU"
"26/06/2021";"Bagé - R22";10;22;"SU"
"27/06/2021";"Bagé - R22";11;22;"SU"
"28/06/2021";"Bagé - R22";14;22;"SU"
"29/06/2021";"Bagé - R22";14;22;"SU"
"30/06/2021";"Bagé - R22";14;22;"SU"
"01/07/2021";"Bagé - R22";16;22;"SU"
"02/07/2021";"Bagé - R22";14;22;"SU"
"03/07/2021";"Bagé - R22";14;22;"SU"
"04/07/2021";"Bagé - R22";13;22;"SU"
"05/07/2021";"Bagé - R22";14;22;"SU"
"06/07/2021";"Bagé - R22";13;22;"SU"
"07/07/2021";"Bagé - R22";8;22;"SU"
"08/07/2021";"Bagé - R22";8;22;"SU"
"09/07/2021";"Bagé - R22";9;22;"SU"
"10/07/2021";"Bagé - R22";11;22;"SU"
"11/07/2021";"Bagé - R22";13;22;"SU"
"12/07/2021";"Bagé - R22";12;22;"SU"
"13/07/2021";"Bagé - R22";10;22;"SU"
"14/07/2021";"Bagé - R22";9;22;"SU"
"15/07/2021";"Bagé - R22";10;22;"SU"
"16/07/2021";"Bagé - R22";8;22;"SU"
"17/07/2021";"Bagé - R22";7;22;"SU"
"18/07/2021";"Bagé - R22";6;22;"SU"
"19/07/2021";"Bagé - R22";5;22;"SU"
"20/07/2021";"Bagé - R22";5;22;"SU"
"21/07/2021";"Bagé - R22";5;22;"SU"
"22/07/2021";"Bagé - R22";4;22;"SU"
"23/07/2021";"Bagé - R22";4;22;"SU"
"24/07/2021";"Bagé - R22";3;22;"SU"
"25/07/2021";"Bagé - R22";3;22;"SU"
"26/07/2021";"Bagé - R22";2;22;"SU"
"27/07/2021";"Bagé - R22";1;22;"SU"
"28/07/2021";"Bagé - R22";2;22;"SU"
"29/07/2021";"Bagé - R22";1;22;"SU"
"30/07/2021";"Bagé - R22";1;22;"SU"
"31/07/2021";"Bagé - R22";1;22;"SU"
"01/08/2021";"Bagé - R22";1;22;"SU"
"02/08/2021";"Bagé - R22";1;22;"SU"
"03/08/2021";"Bagé - R22";1;22;"SU"
"04/08/2021";"Bagé - R22";2;22;"SU"
"05/08/2021";"Bagé - R22";2;22;"SU"
"06/08/2021";"Bagé - R22";3;22;"SU"
"07/08/2021";"Bagé - R22";3;22;"SU"
"08/08/2021";"Bagé - R22";3;22;"SU"
"09/08/2021";"Bagé - R22";4;22;"SU"
"10/08/2021";"Bagé - R22";5;22;"SU"
"11/08/2021";"Bagé - R22";5;22;"SU"
"12/08/2021";"Bagé - R22";5;22;"SU"
"13/08/2021";"Bagé - R22";2;22;"SU"
"14/08/2021";"Bagé - R22";2;22;"SU"
"15/08/2021";"Bagé - R22";2;22;"SU"
"16/08/2021";"Bagé - R22";2;22;"SU"
"17/08/2021";"Bagé - R22";4;22;"SU"
"18/08/2021";"Bagé - R22";4;22;"SU"
"19/08/2021";"Bagé - R22";4;22;"SU"
"20/08/2021";"Bagé - R22";4;22;"SU"
"21/08/2021";"Bagé - R22";4;22;"SU"
"22/08/2021";"Bagé - R22";3;22;"SU"
"23/08/2021";"Bagé - R22";3;22;"SU"
"20/05/2020";"Santa Maria - R01, R02";6;1;"CO"
"21/05/2020";"Santa Maria - R01, R02";4;1;"CO"
"22/05/2020";"Santa Maria - R01, R02";4;1;"CO"
"23/05/2020";"Santa Maria - R01, R02";4;1;"CO"
"24/05/2020";"Santa Maria - R01, R02";4;1;"CO"
"25/05/2020";"Santa Maria - R01, R02";4;1;"CO"
"26/05/2020";"Santa Maria - R01, R02";4;1;"CO"
"27/05/2020";"Santa Maria - R01, R02";5;1;"CO"
"28/05/2020";"Santa Maria - R01, R02";9;1;"CO"
"29/05/2020";"Santa Maria - R01, R02";10;1;"CO"
"30/05/2020";"Santa Maria - R01, R02";8;1;"CO"
"31/05/2020";"Santa Maria - R01, R02";11;1;"CO"
"01/06/2020";"Santa Maria - R01, R02";10;1;"CO"
"02/06/2020";"Santa Maria - R01, R02";10;1;"CO"
"03/06/2020";"Santa Maria - R01, R02";9;1;"CO"
"04/06/2020";"Santa Maria - R01, R02";9;1;"CO"
"05/06/2020";"Santa Maria - R01, R02";9;1;"CO"
"06/06/2020";"Santa Maria - R01, R02";11;1;"CO"
"07/06/2020";"Santa Maria - R01, R02";15;1;"CO"
"08/06/2020";"Santa Maria - R01, R02";15;1;"CO"
"09/06/2020";"Santa Maria - R01, R02";16;1;"CO"
"10/06/2020";"Santa Maria - R01, R02";21;1;"CO"
"11/06/2020";"Santa Maria - R01, R02";23;1;"CO"
"12/06/2020";"Santa Maria - R01, R02";18;1;"CO"
"13/06/2020";"Santa Maria - R01, R02";24;1;"CO"
"14/06/2020";"Santa Maria - R01, R02";22;1;"CO"
"15/06/2020";"Santa Maria - R01, R02";20;1;"CO"
"16/06/2020";"Santa Maria - R01, R02";21;1;"CO"
"17/06/2020";"Santa Maria - R01, R02";23;1;"CO"
"18/06/2020";"Santa Maria - R01, R02";26;1;"CO"
"19/06/2020";"Santa Maria - R01, R02";17;1;"CO"
"20/06/2020";"Santa Maria - R01, R02";15;1;"CO"
"21/06/2020";"Santa Maria - R01, R02";13;1;"CO"
"22/06/2020";"Santa Maria - R01, R02";15;1;"CO"
"23/06/2020";"Santa Maria - R01, R02";15;1;"CO"
"24/06/2020";"Santa Maria - R01, R02";14;1;"CO"
"25/06/2020";"Santa Maria - R01, R02";16;1;"CO"
"26/06/2020";"Santa Maria - R01, R02";15;1;"CO"
"27/06/2020";"Santa Maria - R01, R02";15;1;"CO"
"28/06/2020";"Santa Maria - R01, R02";14;1;"CO"
"29/06/2020";"Santa Maria - R01, R02";14;1;"CO"
"30/06/2020";"Santa Maria - R01, R02";12;1;"CO"
"01/07/2020";"Santa Maria - R01, R02";11;1;"CO"
"02/07/2020";"Santa Maria - R01, R02";11;1;"CO"
"03/07/2020";"Santa Maria - R01, R02";11;1;"CO"
"04/07/2020";"Santa Maria - R01, R02";14;1;"CO"
"05/07/2020";"Santa Maria - R01, R02";11;1;"CO"
"06/07/2020";"Santa Maria - R01, R02";10;1;"CO"
"07/07/2020";"Santa Maria - R01, R02";6;1;"CO"
"08/07/2020";"Santa Maria - R01, R02";8;1;"CO"
"09/07/2020";"Santa Maria - R01, R02";10;1;"CO"
"10/07/2020";"Santa Maria - R01, R02";12;1;"CO"
"11/07/2020";"Santa Maria - R01, R02";11;1;"CO"
"12/07/2020";"Santa Maria - R01, R02";10;1;"CO"
"13/07/2020";"Santa Maria - R01, R02";12;1;"CO"
"14/07/2020";"Santa Maria - R01, R02";10;1;"CO"
"15/07/2020";"Santa Maria - R01, R02";13;1;"CO"
"16/07/2020";"Santa Maria - R01, R02";18;1;"CO"
"17/07/2020";"Santa Maria - R01, R02";15;1;"CO"
"18/07/2020";"Santa Maria - R01, R02";17;1;"CO"
"19/07/2020";"Santa Maria - R01, R02";17;1;"CO"
"20/07/2020";"Santa Maria - R01, R02";16;1;"CO"
