"Data_Hosp";"Qualificação_Municípios.Região Covid-19";"Confirmados em UTI (Adulto + Pediátrico)";"Cod_Região";"Cod_Macro"
"06/12/2020";"Caxias do Sul - R23, R24, R25, R26";99;23;"SE"
"07/12/2020";"Caxias do Sul - R23, R24, R25, R26";103;23;"SE"
"08/12/2020";"Caxias do Sul - R23, R24, R25, R26";104;23;"SE"
"09/12/2020";"Caxias do Sul - R23, R24, R25, R26";99;23;"SE"
"10/12/2020";"Caxias do Sul - R23, R24, R25, R26";108;23;"SE"
"11/12/2020";"Caxias do Sul - R23, R24, R25, R26";100;23;"SE"
"12/12/2020";"Caxias do Sul - R23, R24, R25, R26";101;23;"SE"
"13/12/2020";"Caxias do Sul - R23, R24, R25, R26";103;23;"SE"
"14/12/2020";"Caxias do Sul - R23, R24, R25, R26";108;23;"SE"
"15/12/2020";"Caxias do Sul - R23, R24, R25, R26";108;23;"SE"
"16/12/2020";"Caxias do Sul - R23, R24, R25, R26";116;23;"SE"
"17/12/2020";"Caxias do Sul - R23, R24, R25, R26";118;23;"SE"
"18/12/2020";"Caxias do Sul - R23, R24, R25, R26";117;23;"SE"
"19/12/2020";"Caxias do Sul - R23, R24, R25, R26";116;23;"SE"
"20/12/2020";"Caxias do Sul - R23, R24, R25, R26";131;23;"SE"
"21/12/2020";"Caxias do Sul - R23, R24, R25, R26";134;23;"SE"
"22/12/2020";"Caxias do Sul - R23, R24, R25, R26";127;23;"SE"
"23/12/2020";"Caxias do Sul - R23, R24, R25, R26";135;23;"SE"
"24/12/2020";"Caxias do Sul - R23, R24, R25, R26";134;23;"SE"
"25/12/2020";"Caxias do Sul - R23, R24, R25, R26";138;23;"SE"
"26/12/2020";"Caxias do Sul - R23, R24, R25, R26";137;23;"SE"
"27/12/2020";"Caxias do Sul - R23, R24, R25, R26";142;23;"SE"
"28/12/2020";"Caxias do Sul - R23, R24, R25, R26";144;23;"SE"
"29/12/2020";"Caxias do Sul - R23, R24, R25, R26";144;23;"SE"
"30/12/2020";"Caxias do Sul - R23, R24, R25, R26";141;23;"SE"
"31/12/2020";"Caxias do Sul - R23, R24, R25, R26";129;23;"SE"
"01/01/2021";"Caxias do Sul - R23, R24, R25, R26";129;23;"SE"
"02/01/2021";"Caxias do Sul - R23, R24, R25, R26";126;23;"SE"
"03/01/2021";"Caxias do Sul - R23, R24, R25, R26";119;23;"SE"
"04/01/2021";"Caxias do Sul - R23, R24, R25, R26";122;23;"SE"
"05/01/2021";"Caxias do Sul - R23, R24, R25, R26";109;23;"SE"
"06/01/2021";"Caxias do Sul - R23, R24, R25, R26";104;23;"SE"
"07/01/2021";"Caxias do Sul - R23, R24, R25, R26";101;23;"SE"
"08/01/2021";"Caxias do Sul - R23, R24, R25, R26";97;23;"SE"
"09/01/2021";"Caxias do Sul - R23, R24, R25, R26";95;23;"SE"
"10/01/2021";"Caxias do Sul - R23, R24, R25, R26";93;23;"SE"
"11/01/2021";"Caxias do Sul - R23, R24, R25, R26";94;23;"SE"
"12/01/2021";"Caxias do Sul - R23, R24, R25, R26";93;23;"SE"
"13/01/2021";"Caxias do Sul - R23, R24, R25, R26";92;23;"SE"
"14/01/2021";"Caxias do Sul - R23, R24, R25, R26";87;23;"SE"
"15/01/2021";"Caxias do Sul - R23, R24, R25, R26";95;23;"SE"
"16/01/2021";"Caxias do Sul - R23, R24, R25, R26";99;23;"SE"
"17/01/2021";"Caxias do Sul - R23, R24, R25, R26";97;23;"SE"
"18/01/2021";"Caxias do Sul - R23, R24, R25, R26";107;23;"SE"
"19/01/2021";"Caxias do Sul - R23, R24, R25, R26";109;23;"SE"
"20/01/2021";"Caxias do Sul - R23, R24, R25, R26";104;23;"SE"
"21/01/2021";"Caxias do Sul - R23, R24, R25, R26";107;23;"SE"
"22/01/2021";"Caxias do Sul - R23, R24, R25, R26";105;23;"SE"
"23/01/2021";"Caxias do Sul - R23, R24, R25, R26";102;23;"SE"
"24/01/2021";"Caxias do Sul - R23, R24, R25, R26";102;23;"SE"
"25/01/2021";"Caxias do Sul - R23, R24, R25, R26";98;23;"SE"
"26/01/2021";"Caxias do Sul - R23, R24, R25, R26";97;23;"SE"
"27/01/2021";"Caxias do Sul - R23, R24, R25, R26";96;23;"SE"
"28/01/2021";"Caxias do Sul - R23, R24, R25, R26";94;23;"SE"
"29/01/2021";"Caxias do Sul - R23, R24, R25, R26";93;23;"SE"
"30/01/2021";"Caxias do Sul - R23, R24, R25, R26";88;23;"SE"
"31/01/2021";"Caxias do Sul - R23, R24, R25, R26";96;23;"SE"
"01/02/2021";"Caxias do Sul - R23, R24, R25, R26";96;23;"SE"
"02/02/2021";"Caxias do Sul - R23, R24, R25, R26";94;23;"SE"
"03/02/2021";"Caxias do Sul - R23, R24, R25, R26";94;23;"SE"
"04/02/2021";"Caxias do Sul - R23, R24, R25, R26";99;23;"SE"
"05/02/2021";"Caxias do Sul - R23, R24, R25, R26";91;23;"SE"
"06/02/2021";"Caxias do Sul - R23, R24, R25, R26";91;23;"SE"
"07/02/2021";"Caxias do Sul - R23, R24, R25, R26";86;23;"SE"
"08/02/2021";"Caxias do Sul - R23, R24, R25, R26";84;23;"SE"
"09/02/2021";"Caxias do Sul - R23, R24, R25, R26";85;23;"SE"
"10/02/2021";"Caxias do Sul - R23, R24, R25, R26";84;23;"SE"
"11/02/2021";"Caxias do Sul - R23, R24, R25, R26";88;23;"SE"
"12/02/2021";"Caxias do Sul - R23, R24, R25, R26";98;23;"SE"
"13/02/2021";"Caxias do Sul - R23, R24, R25, R26";102;23;"SE"
"14/02/2021";"Caxias do Sul - R23, R24, R25, R26";110;23;"SE"
"15/02/2021";"Caxias do Sul - R23, R24, R25, R26";122;23;"SE"
"16/02/2021";"Caxias do Sul - R23, R24, R25, R26";115;23;"SE"
"17/02/2021";"Caxias do Sul - R23, R24, R25, R26";119;23;"SE"
"18/02/2021";"Caxias do Sul - R23, R24, R25, R26";115;23;"SE"
"19/02/2021";"Caxias do Sul - R23, R24, R25, R26";116;23;"SE"
"20/02/2021";"Caxias do Sul - R23, R24, R25, R26";124;23;"SE"
"21/02/2021";"Caxias do Sul - R23, R24, R25, R26";131;23;"SE"
"22/02/2021";"Caxias do Sul - R23, R24, R25, R26";139;23;"SE"
"23/02/2021";"Caxias do Sul - R23, R24, R25, R26";156;23;"SE"
"24/02/2021";"Caxias do Sul - R23, R24, R25, R26";165;23;"SE"
"25/02/2021";"Caxias do Sul - R23, R24, R25, R26";172;23;"SE"
"26/02/2021";"Caxias do Sul - R23, R24, R25, R26";201;23;"SE"
"27/02/2021";"Caxias do Sul - R23, R24, R25, R26";188;23;"SE"
"28/02/2021";"Caxias do Sul - R23, R24, R25, R26";207;23;"SE"
"01/03/2021";"Caxias do Sul - R23, R24, R25, R26";217;23;"SE"
"02/03/2021";"Caxias do Sul - R23, R24, R25, R26";221;23;"SE"
"03/03/2021";"Caxias do Sul - R23, R24, R25, R26";252;23;"SE"
"04/03/2021";"Caxias do Sul - R23, R24, R25, R26";255;23;"SE"
"05/03/2021";"Caxias do Sul - R23, R24, R25, R26";268;23;"SE"
"06/03/2021";"Caxias do Sul - R23, R24, R25, R26";287;23;"SE"
"07/03/2021";"Caxias do Sul - R23, R24, R25, R26";281;23;"SE"
"08/03/2021";"Caxias do Sul - R23, R24, R25, R26";312;23;"SE"
"09/03/2021";"Caxias do Sul - R23, R24, R25, R26";311;23;"SE"
"10/03/2021";"Caxias do Sul - R23, R24, R25, R26";320;23;"SE"
"11/03/2021";"Caxias do Sul - R23, R24, R25, R26";321;23;"SE"
"12/03/2021";"Caxias do Sul - R23, R24, R25, R26";325;23;"SE"
"13/03/2021";"Caxias do Sul - R23, R24, R25, R26";327;23;"SE"
"14/03/2021";"Caxias do Sul - R23, R24, R25, R26";331;23;"SE"
"15/03/2021";"Caxias do Sul - R23, R24, R25, R26";332;23;"SE"
"16/03/2021";"Caxias do Sul - R23, R24, R25, R26";330;23;"SE"
"17/03/2021";"Caxias do Sul - R23, R24, R25, R26";328;23;"SE"
"18/03/2021";"Caxias do Sul - R23, R24, R25, R26";350;23;"SE"
"19/03/2021";"Caxias do Sul - R23, R24, R25, R26";354;23;"SE"
"20/03/2021";"Caxias do Sul - R23, R24, R25, R26";330;23;"SE"
"21/03/2021";"Caxias do Sul - R23, R24, R25, R26";335;23;"SE"
"22/03/2021";"Caxias do Sul - R23, R24, R25, R26";324;23;"SE"
"23/03/2021";"Caxias do Sul - R23, R24, R25, R26";329;23;"SE"
"24/03/2021";"Caxias do Sul - R23, R24, R25, R26";299;23;"SE"
"25/03/2021";"Caxias do Sul - R23, R24, R25, R26";325;23;"SE"
"26/03/2021";"Caxias do Sul - R23, R24, R25, R26";325;23;"SE"
"27/03/2021";"Caxias do Sul - R23, R24, R25, R26";333;23;"SE"
"28/03/2021";"Caxias do Sul - R23, R24, R25, R26";327;23;"SE"
"29/03/2021";"Caxias do Sul - R23, R24, R25, R26";314;23;"SE"
"30/03/2021";"Caxias do Sul - R23, R24, R25, R26";313;23;"SE"
"31/03/2021";"Caxias do Sul - R23, R24, R25, R26";305;23;"SE"
"01/04/2021";"Caxias do Sul - R23, R24, R25, R26";300;23;"SE"
"02/04/2021";"Caxias do Sul - R23, R24, R25, R26";291;23;"SE"
"03/04/2021";"Caxias do Sul - R23, R24, R25, R26";294;23;"SE"
"04/04/2021";"Caxias do Sul - R23, R24, R25, R26";296;23;"SE"
"05/04/2021";"Caxias do Sul - R23, R24, R25, R26";286;23;"SE"
"06/04/2021";"Caxias do Sul - R23, R24, R25, R26";271;23;"SE"
"07/04/2021";"Caxias do Sul - R23, R24, R25, R26";276;23;"SE"
"08/04/2021";"Caxias do Sul - R23, R24, R25, R26";267;23;"SE"
"09/04/2021";"Caxias do Sul - R23, R24, R25, R26";268;23;"SE"
"10/04/2021";"Caxias do Sul - R23, R24, R25, R26";263;23;"SE"
"11/04/2021";"Caxias do Sul - R23, R24, R25, R26";253;23;"SE"
"12/04/2021";"Caxias do Sul - R23, R24, R25, R26";265;23;"SE"
"13/04/2021";"Caxias do Sul - R23, R24, R25, R26";256;23;"SE"
"14/04/2021";"Caxias do Sul - R23, R24, R25, R26";267;23;"SE"
"15/04/2021";"Caxias do Sul - R23, R24, R25, R26";263;23;"SE"
"16/04/2021";"Caxias do Sul - R23, R24, R25, R26";255;23;"SE"
"17/04/2021";"Caxias do Sul - R23, R24, R25, R26";254;23;"SE"
"18/04/2021";"Caxias do Sul - R23, R24, R25, R26";262;23;"SE"
"19/04/2021";"Caxias do Sul - R23, R24, R25, R26";246;23;"SE"
"20/04/2021";"Caxias do Sul - R23, R24, R25, R26";241;23;"SE"
"21/04/2021";"Caxias do Sul - R23, R24, R25, R26";231;23;"SE"
"22/04/2021";"Caxias do Sul - R23, R24, R25, R26";226;23;"SE"
"23/04/2021";"Caxias do Sul - R23, R24, R25, R26";218;23;"SE"
"24/04/2021";"Caxias do Sul - R23, R24, R25, R26";208;23;"SE"
"25/04/2021";"Caxias do Sul - R23, R24, R25, R26";231;23;"SE"
"26/04/2021";"Caxias do Sul - R23, R24, R25, R26";219;23;"SE"
"27/04/2021";"Caxias do Sul - R23, R24, R25, R26";216;23;"SE"
"28/04/2021";"Caxias do Sul - R23, R24, R25, R26";223;23;"SE"
"29/04/2021";"Caxias do Sul - R23, R24, R25, R26";212;23;"SE"
"30/04/2021";"Caxias do Sul - R23, R24, R25, R26";211;23;"SE"
"01/05/2021";"Caxias do Sul - R23, R24, R25, R26";218;23;"SE"
"02/05/2021";"Caxias do Sul - R23, R24, R25, R26";216;23;"SE"
"03/05/2021";"Caxias do Sul - R23, R24, R25, R26";220;23;"SE"
"04/05/2021";"Caxias do Sul - R23, R24, R25, R26";215;23;"SE"
"05/05/2021";"Caxias do Sul - R23, R24, R25, R26";212;23;"SE"
"06/05/2021";"Caxias do Sul - R23, R24, R25, R26";209;23;"SE"
"07/05/2021";"Caxias do Sul - R23, R24, R25, R26";208;23;"SE"
"08/05/2021";"Caxias do Sul - R23, R24, R25, R26";200;23;"SE"
"09/05/2021";"Caxias do Sul - R23, R24, R25, R26";205;23;"SE"
"10/05/2021";"Caxias do Sul - R23, R24, R25, R26";211;23;"SE"
"11/05/2021";"Caxias do Sul - R23, R24, R25, R26";214;23;"SE"
"12/05/2021";"Caxias do Sul - R23, R24, R25, R26";207;23;"SE"
"13/05/2021";"Caxias do Sul - R23, R24, R25, R26";221;23;"SE"
"14/05/2021";"Caxias do Sul - R23, R24, R25, R26";223;23;"SE"
"15/05/2021";"Caxias do Sul - R23, R24, R25, R26";226;23;"SE"
"16/05/2021";"Caxias do Sul - R23, R24, R25, R26";227;23;"SE"
"17/05/2021";"Caxias do Sul - R23, R24, R25, R26";217;23;"SE"
"18/05/2021";"Caxias do Sul - R23, R24, R25, R26";222;23;"SE"
"19/05/2021";"Caxias do Sul - R23, R24, R25, R26";236;23;"SE"
"20/05/2021";"Caxias do Sul - R23, R24, R25, R26";215;23;"SE"
"21/05/2021";"Caxias do Sul - R23, R24, R25, R26";236;23;"SE"
"22/05/2021";"Caxias do Sul - R23, R24, R25, R26";240;23;"SE"
"23/05/2021";"Caxias do Sul - R23, R24, R25, R26";244;23;"SE"
"24/05/2021";"Caxias do Sul - R23, R24, R25, R26";232;23;"SE"
"25/05/2021";"Caxias do Sul - R23, R24, R25, R26";235;23;"SE"
"26/05/2021";"Caxias do Sul - R23, R24, R25, R26";256;23;"SE"
"27/05/2021";"Caxias do Sul - R23, R24, R25, R26";245;23;"SE"
"28/05/2021";"Caxias do Sul - R23, R24, R25, R26";240;23;"SE"
"29/05/2021";"Caxias do Sul - R23, R24, R25, R26";252;23;"SE"
"30/05/2021";"Caxias do Sul - R23, R24, R25, R26";262;23;"SE"
"31/05/2021";"Caxias do Sul - R23, R24, R25, R26";259;23;"SE"
"01/06/2021";"Caxias do Sul - R23, R24, R25, R26";271;23;"SE"
"02/06/2021";"Caxias do Sul - R23, R24, R25, R26";267;23;"SE"
"03/06/2021";"Caxias do Sul - R23, R24, R25, R26";284;23;"SE"
"04/06/2021";"Caxias do Sul - R23, R24, R25, R26";267;23;"SE"
"05/06/2021";"Caxias do Sul - R23, R24, R25, R26";272;23;"SE"
"06/06/2021";"Caxias do Sul - R23, R24, R25, R26";258;23;"SE"
"07/06/2021";"Caxias do Sul - R23, R24, R25, R26";301;23;"SE"
"08/06/2021";"Caxias do Sul - R23, R24, R25, R26";303;23;"SE"
"09/06/2021";"Caxias do Sul - R23, R24, R25, R26";295;23;"SE"
"10/06/2021";"Caxias do Sul - R23, R24, R25, R26";299;23;"SE"
"11/06/2021";"Caxias do Sul - R23, R24, R25, R26";302;23;"SE"
"12/06/2021";"Caxias do Sul - R23, R24, R25, R26";300;23;"SE"
"13/06/2021";"Caxias do Sul - R23, R24, R25, R26";277;23;"SE"
"14/06/2021";"Caxias do Sul - R23, R24, R25, R26";308;23;"SE"
"15/06/2021";"Caxias do Sul - R23, R24, R25, R26";306;23;"SE"
"16/06/2021";"Caxias do Sul - R23, R24, R25, R26";304;23;"SE"
"17/06/2021";"Caxias do Sul - R23, R24, R25, R26";309;23;"SE"
"18/06/2021";"Caxias do Sul - R23, R24, R25, R26";302;23;"SE"
"19/06/2021";"Caxias do Sul - R23, R24, R25, R26";289;23;"SE"
"20/06/2021";"Caxias do Sul - R23, R24, R25, R26";285;23;"SE"
"21/06/2021";"Caxias do Sul - R23, R24, R25, R26";297;23;"SE"
"22/06/2021";"Caxias do Sul - R23, R24, R25, R26";274;23;"SE"
"23/06/2021";"Caxias do Sul - R23, R24, R25, R26";282;23;"SE"
"24/06/2021";"Caxias do Sul - R23, R24, R25, R26";279;23;"SE"
"25/06/2021";"Caxias do Sul - R23, R24, R25, R26";277;23;"SE"
"26/06/2021";"Caxias do Sul - R23, R24, R25, R26";249;23;"SE"
"27/06/2021";"Caxias do Sul - R23, R24, R25, R26";257;23;"SE"
"28/06/2021";"Caxias do Sul - R23, R24, R25, R26";258;23;"SE"
"29/06/2021";"Caxias do Sul - R23, R24, R25, R26";248;23;"SE"
"30/06/2021";"Caxias do Sul - R23, R24, R25, R26";241;23;"SE"
"01/07/2021";"Caxias do Sul - R23, R24, R25, R26";254;23;"SE"
"02/07/2021";"Caxias do Sul - R23, R24, R25, R26";245;23;"SE"
"03/07/2021";"Caxias do Sul - R23, R24, R25, R26";246;23;"SE"
"04/07/2021";"Caxias do Sul - R23, R24, R25, R26";249;23;"SE"
"05/07/2021";"Caxias do Sul - R23, R24, R25, R26";234;23;"SE"
"06/07/2021";"Caxias do Sul - R23, R24, R25, R26";234;23;"SE"
"07/07/2021";"Caxias do Sul - R23, R24, R25, R26";231;23;"SE"
"08/07/2021";"Caxias do Sul - R23, R24, R25, R26";212;23;"SE"
"09/07/2021";"Caxias do Sul - R23, R24, R25, R26";211;23;"SE"
"10/07/2021";"Caxias do Sul - R23, R24, R25, R26";207;23;"SE"
"11/07/2021";"Caxias do Sul - R23, R24, R25, R26";209;23;"SE"
"12/07/2021";"Caxias do Sul - R23, R24, R25, R26";210;23;"SE"
"13/07/2021";"Caxias do Sul - R23, R24, R25, R26";190;23;"SE"
"14/07/2021";"Caxias do Sul - R23, R24, R25, R26";202;23;"SE"
"15/07/2021";"Caxias do Sul - R23, R24, R25, R26";202;23;"SE"
"16/07/2021";"Caxias do Sul - R23, R24, R25, R26";189;23;"SE"
"17/07/2021";"Caxias do Sul - R23, R24, R25, R26";181;23;"SE"
"18/07/2021";"Caxias do Sul - R23, R24, R25, R26";172;23;"SE"
"19/07/2021";"Caxias do Sul - R23, R24, R25, R26";172;23;"SE"
"20/07/2021";"Caxias do Sul - R23, R24, R25, R26";181;23;"SE"
"21/07/2021";"Caxias do Sul - R23, R24, R25, R26";172;23;"SE"
"22/07/2021";"Caxias do Sul - R23, R24, R25, R26";173;23;"SE"
"23/07/2021";"Caxias do Sul - R23, R24, R25, R26";168;23;"SE"
"24/07/2021";"Caxias do Sul - R23, R24, R25, R26";159;23;"SE"
"25/07/2021";"Caxias do Sul - R23, R24, R25, R26";156;23;"SE"
"26/07/2021";"Caxias do Sul - R23, R24, R25, R26";154;23;"SE"
"27/07/2021";"Caxias do Sul - R23, R24, R25, R26";151;23;"SE"
"28/07/2021";"Caxias do Sul - R23, R24, R25, R26";144;23;"SE"
"29/07/2021";"Caxias do Sul - R23, R24, R25, R26";141;23;"SE"
"30/07/2021";"Caxias do Sul - R23, R24, R25, R26";136;23;"SE"
"31/07/2021";"Caxias do Sul - R23, R24, R25, R26";138;23;"SE"
"01/08/2021";"Caxias do Sul - R23, R24, R25, R26";129;23;"SE"
"02/08/2021";"Caxias do Sul - R23, R24, R25, R26";131;23;"SE"
"03/08/2021";"Caxias do Sul - R23, R24, R25, R26";130;23;"SE"
"04/08/2021";"Caxias do Sul - R23, R24, R25, R26";129;23;"SE"
"05/08/2021";"Caxias do Sul - R23, R24, R25, R26";124;23;"SE"
"06/08/2021";"Caxias do Sul - R23, R24, R25, R26";123;23;"SE"
"07/08/2021";"Caxias do Sul - R23, R24, R25, R26";123;23;"SE"
"08/08/2021";"Caxias do Sul - R23, R24, R25, R26";122;23;"SE"
"09/08/2021";"Caxias do Sul - R23, R24, R25, R26";118;23;"SE"
"10/08/2021";"Caxias do Sul - R23, R24, R25, R26";122;23;"SE"
"11/08/2021";"Caxias do Sul - R23, R24, R25, R26";120;23;"SE"
"12/08/2021";"Caxias do Sul - R23, R24, R25, R26";115;23;"SE"
"13/08/2021";"Caxias do Sul - R23, R24, R25, R26";106;23;"SE"
"14/08/2021";"Caxias do Sul - R23, R24, R25, R26";105;23;"SE"
"15/08/2021";"Caxias do Sul - R23, R24, R25, R26";110;23;"SE"
"16/08/2021";"Caxias do Sul - R23, R24, R25, R26";91;23;"SE"
"17/08/2021";"Caxias do Sul - R23, R24, R25, R26";99;23;"SE"
"18/08/2021";"Caxias do Sul - R23, R24, R25, R26";99;23;"SE"
"19/08/2021";"Caxias do Sul - R23, R24, R25, R26";103;23;"SE"
"20/08/2021";"Caxias do Sul - R23, R24, R25, R26";101;23;"SE"
"21/08/2021";"Caxias do Sul - R23, R24, R25, R26";99;23;"SE"
"22/08/2021";"Caxias do Sul - R23, R24, R25, R26";113;23;"SE"
"23/08/2021";"Caxias do Sul - R23, R24, R25, R26";115;23;"SE"
"20/05/2020";"Erechim - R16";5;16;"NO"
"21/05/2020";"Erechim - R16";4;16;"NO"
"22/05/2020";"Erechim - R16";4;16;"NO"
"23/05/2020";"Erechim - R16";3;16;"NO"
"24/05/2020";"Erechim - R16";4;16;"NO"
"25/05/2020";"Erechim - R16";4;16;"NO"
"26/05/2020";"Erechim - R16";4;16;"NO"
"27/05/2020";"Erechim - R16";5;16;"NO"
"28/05/2020";"Erechim - R16";4;16;"NO"
"29/05/2020";"Erechim - R16";4;16;"NO"
"30/05/2020";"Erechim - R16";4;16;"NO"
"31/05/2020";"Erechim - R16";5;16;"NO"
"01/06/2020";"Erechim - R16";6;16;"NO"
"02/06/2020";"Erechim - R16";5;16;"NO"
"03/06/2020";"Erechim - R16";5;16;"NO"
"04/06/2020";"Erechim - R16";6;16;"NO"
"05/06/2020";"Erechim - R16";6;16;"NO"
"06/06/2020";"Erechim - R16";6;16;"NO"
"07/06/2020";"Erechim - R16";6;16;"NO"
"08/06/2020";"Erechim - R16";8;16;"NO"
"09/06/2020";"Erechim - R16";8;16;"NO"
"10/06/2020";"Erechim - R16";8;16;"NO"
"11/06/2020";"Erechim - R16";5;16;"NO"
"12/06/2020";"Erechim - R16";4;16;"NO"
"13/06/2020";"Erechim - R16";3;16;"NO"
"14/06/2020";"Erechim - R16";4;16;"NO"
"15/06/2020";"Erechim - R16";3;16;"NO"
"16/06/2020";"Erechim - R16";3;16;"NO"
"17/06/2020";"Erechim - R16";7;16;"NO"
"18/06/2020";"Erechim - R16";6;16;"NO"
"19/06/2020";"Erechim - R16";7;16;"NO"
"20/06/2020";"Erechim - R16";8;16;"NO"
"21/06/2020";"Erechim - R16";7;16;"NO"
"22/06/2020";"Erechim - R16";7;16;"NO"
"23/06/2020";"Erechim - R16";7;16;"NO"
"24/06/2020";"Erechim - R16";6;16;"NO"
"25/06/2020";"Erechim - R16";6;16;"NO"
"26/06/2020";"Erechim - R16";5;16;"NO"
"27/06/2020";"Erechim - R16";5;16;"NO"
"28/06/2020";"Erechim - R16";3;16;"NO"
"29/06/2020";"Erechim - R16";5;16;"NO"
"30/06/2020";"Erechim - R16";5;16;"NO"
"01/07/2020";"Erechim - R16";6;16;"NO"
"02/07/2020";"Erechim - R16";6;16;"NO"
"03/07/2020";"Erechim - R16";7;16;"NO"
"04/07/2020";"Erechim - R16";8;16;"NO"
"05/07/2020";"Erechim - R16";8;16;"NO"
"06/07/2020";"Erechim - R16";7;16;"NO"
"07/07/2020";"Erechim - R16";5;16;"NO"
"08/07/2020";"Erechim - R16";6;16;"NO"
"09/07/2020";"Erechim - R16";5;16;"NO"
"10/07/2020";"Erechim - R16";6;16;"NO"
"11/07/2020";"Erechim - R16";5;16;"NO"
"12/07/2020";"Erechim - R16";6;16;"NO"
"13/07/2020";"Erechim - R16";8;16;"NO"
"14/07/2020";"Erechim - R16";8;16;"NO"
"15/07/2020";"Erechim - R16";11;16;"NO"
"16/07/2020";"Erechim - R16";9;16;"NO"
"17/07/2020";"Erechim - R16";10;16;"NO"
"18/07/2020";"Erechim - R16";7;16;"NO"
"19/07/2020";"Erechim - R16";7;16;"NO"
"20/07/2020";"Erechim - R16";7;16;"NO"
"21/07/2020";"Erechim - R16";7;16;"NO"
"22/07/2020";"Erechim - R16";8;16;"NO"
"23/07/2020";"Erechim - R16";8;16;"NO"
"24/07/2020";"Erechim - R16";9;16;"NO"
"25/07/2020";"Erechim - R16";8;16;"NO"
"26/07/2020";"Erechim - R16";7;16;"NO"
"27/07/2020";"Erechim - R16";6;16;"NO"
"28/07/2020";"Erechim - R16";6;16;"NO"
"29/07/2020";"Erechim - R16";5;16;"NO"
"30/07/2020";"Erechim - R16";5;16;"NO"
"31/07/2020";"Erechim - R16";4;16;"NO"
"01/08/2020";"Erechim - R16";5;16;"NO"
"02/08/2020";"Erechim - R16";8;16;"NO"
"03/08/2020";"Erechim - R16";8;16;"NO"
"04/08/2020";"Erechim - R16";9;16;"NO"
"05/08/2020";"Erechim - R16";9;16;"NO"
"06/08/2020";"Erechim - R16";6;16;"NO"
"07/08/2020";"Erechim - R16";5;16;"NO"
"08/08/2020";"Erechim - R16";7;16;"NO"
"09/08/2020";"Erechim - R16";6;16;"NO"
"10/08/2020";"Erechim - R16";6;16;"NO"
"11/08/2020";"Erechim - R16";4;16;"NO"
"12/08/2020";"Erechim - R16";5;16;"NO"
"13/08/2020";"Erechim - R16";5;16;"NO"
"14/08/2020";"Erechim - R16";6;16;"NO"
"15/08/2020";"Erechim - R16";11;16;"NO"
"16/08/2020";"Erechim - R16";5;16;"NO"
"17/08/2020";"Erechim - R16";6;16;"NO"
"18/08/2020";"Erechim - R16";6;16;"NO"
"19/08/2020";"Erechim - R16";5;16;"NO"
"20/08/2020";"Erechim - R16";4;16;"NO"
"21/08/2020";"Erechim - R16";8;16;"NO"
"22/08/2020";"Erechim - R16";7;16;"NO"
"23/08/2020";"Erechim - R16";6;16;"NO"
"24/08/2020";"Erechim - R16";6;16;"NO"
"25/08/2020";"Erechim - R16";7;16;"NO"
"26/08/2020";"Erechim - R16";7;16;"NO"
"27/08/2020";"Erechim - R16";8;16;"NO"
"28/08/2020";"Erechim - R16";9;16;"NO"
"29/08/2020";"Erechim - R16";9;16;"NO"
"30/08/2020";"Erechim - R16";9;16;"NO"
"31/08/2020";"Erechim - R16";9;16;"NO"
"01/09/2020";"Erechim - R16";12;16;"NO"
"02/09/2020";"Erechim - R16";10;16;"NO"
"03/09/2020";"Erechim - R16";10;16;"NO"
"04/09/2020";"Erechim - R16";11;16;"NO"
"05/09/2020";"Erechim - R16";10;16;"NO"
"06/09/2020";"Erechim - R16";10;16;"NO"
"07/09/2020";"Erechim - R16";11;16;"NO"
"08/09/2020";"Erechim - R16";9;16;"NO"
"09/09/2020";"Erechim - R16";12;16;"NO"
"10/09/2020";"Erechim - R16";12;16;"NO"
"11/09/2020";"Erechim - R16";12;16;"NO"
"12/09/2020";"Erechim - R16";12;16;"NO"
"13/09/2020";"Erechim - R16";13;16;"NO"
"14/09/2020";"Erechim - R16";14;16;"NO"
"15/09/2020";"Erechim - R16";14;16;"NO"
"16/09/2020";"Erechim - R16";14;16;"NO"
"17/09/2020";"Erechim - R16";13;16;"NO"
"18/09/2020";"Erechim - R16";11;16;"NO"
"19/09/2020";"Erechim - R16";10;16;"NO"
"20/09/2020";"Erechim - R16";11;16;"NO"
"21/09/2020";"Erechim - R16";11;16;"NO"
"22/09/2020";"Erechim - R16";11;16;"NO"
"23/09/2020";"Erechim - R16";10;16;"NO"
"24/09/2020";"Erechim - R16";10;16;"NO"
"25/09/2020";"Erechim - R16";10;16;"NO"
"26/09/2020";"Erechim - R16";9;16;"NO"
"27/09/2020";"Erechim - R16";9;16;"NO"
"28/09/2020";"Erechim - R16";9;16;"NO"
"29/09/2020";"Erechim - R16";8;16;"NO"
"30/09/2020";"Erechim - R16";7;16;"NO"
"01/10/2020";"Erechim - R16";7;16;"NO"
"02/10/2020";"Erechim - R16";6;16;"NO"
"03/10/2020";"Erechim - R16";6;16;"NO"
"04/10/2020";"Erechim - R16";6;16;"NO"
"05/10/2020";"Erechim - R16";6;16;"NO"
"06/10/2020";"Erechim - R16";6;16;"NO"
"07/10/2020";"Erechim - R16";4;16;"NO"
"08/10/2020";"Erechim - R16";4;16;"NO"
"09/10/2020";"Erechim - R16";5;16;"NO"
"10/10/2020";"Erechim - R16";5;16;"NO"
