"DT_INCLUSAO";"Qualificação_Municípios.Região Covid-19";"Total de Casos";"Cod_Região";"Cod_Macro"
"15/05/2021";"Palmeira das Missões - R15, R20";125;15;"NO"
"15/05/2021";"Cachoeira do Sul - R27";114;27;"VA"
"15/05/2021";"Santo Ângelo - R11";192;11;"MI"
"15/05/2021";"Santa Rosa - R14";162;14;"MI"
"15/05/2021";"Passo Fundo - R17, R18, R19";335;17;"NO"
"15/05/2021";"Erechim - R16";104;16;"NO"
"15/05/2021";"Pelotas - R21";388;21;"SU"
"15/05/2021";"Ijuí - R13";117;13;"MI"
"15/05/2021";"Uruguaiana - R03";341;3;"CO"
"15/05/2021";"Santa Maria - R01, R02";233;1;"CO"
"15/05/2021";"Novo Hamburgo - R07";227;7;"ME"
"15/05/2021";"Lajeado - R29, R30";57;29;"VA"
"14/05/2021";"Santa Maria - R01, R02";324;1;"CO"
"14/05/2021";"Ijuí - R13";96;13;"MI"
"15/05/2021";"Capão da Canoa - R04, R05";51;4;"ME"
"15/05/2021";"Bagé - R22";47;22;"SU"
"15/05/2021";"Caxias do Sul - R23, R24, R25, R26";423;23;"SE"
"15/05/2021";"Taquara - R06";35;6;"ME"
"15/05/2021";"Cruz Alta - R12";142;12;"MI"
"15/05/2021";"Guaíba - R09";154;9;"ME"
"15/05/2021";"Porto Alegre - R10";475;10;"ME"
"16/05/2021";"Santa Maria - R01, R02";27;1;"CO"
"16/05/2021";"Bagé - R22";99;22;"SU"
"16/05/2021";"Caxias do Sul - R23, R24, R25, R26";66;23;"SE"
"16/05/2021";"Capão da Canoa - R04, R05";27;4;"ME"
"16/05/2021";"Porto Alegre - R10";152;10;"ME"
"16/05/2021";"Santo Ângelo - R11";16;11;"MI"
"16/05/2021";"Pelotas - R21";20;21;"SU"
"16/05/2021";"Passo Fundo - R17, R18, R19";45;17;"NO"
"15/05/2021";"Canoas - R08";233;8;"ME"
"16/05/2021";"Ijuí - R13";19;13;"MI"
"16/05/2021";"Canoas - R08";24;8;"ME"
"16/05/2021";"Cruz Alta - R12";12;12;"MI"
"16/05/2021";"Uruguaiana - R03";75;3;"CO"
"18/05/2021";"Pelotas - R21";389;21;"SU"
"18/05/2021";"Uruguaiana - R03";304;3;"CO"
"18/05/2021";"Lajeado - R29, R30";304;29;"VA"
"18/05/2021";"Caxias do Sul - R23, R24, R25, R26";651;23;"SE"
"18/05/2021";"Canoas - R08";388;8;"ME"
"18/05/2021";"Cachoeira do Sul - R27";169;27;"VA"
"18/05/2021";"Passo Fundo - R17, R18, R19";585;17;"NO"
"18/05/2021";"Guaíba - R09";245;9;"ME"
"18/05/2021";"Santa Cruz do Sul - R28";152;28;"VA"
"18/05/2021";"Erechim - R16";187;16;"NO"
"18/05/2021";"Santa Rosa - R14";174;14;"MI"
"18/05/2021";"Cruz Alta - R12";69;12;"MI"
"18/05/2021";"Ijuí - R13";190;13;"MI"
"18/05/2021";"Taquara - R06";119;6;"ME"
"18/05/2021";"Bagé - R22";125;22;"SU"
"14/05/2021";"Taquara - R06";47;6;"ME"
"14/05/2021";"Santa Cruz do Sul - R28";160;28;"VA"
"12/05/2021";"Cruz Alta - R12";170;12;"MI"
"15/05/2021";"Santa Cruz do Sul - R28";106;28;"VA"
"16/05/2021";"Santa Cruz do Sul - R28";9;28;"VA"
"13/05/2021";"Guaíba - R09";112;9;"ME"
"17/05/2021";"Santa Rosa - R14";1;14;"MI"
"17/05/2021";"Caxias do Sul - R23, R24, R25, R26";47;23;"SE"
"17/05/2021";"Cachoeira do Sul - R27";6;27;"VA"
"17/05/2021";"Canoas - R08";7;8;"ME"
"17/05/2021";"Cruz Alta - R12";8;12;"MI"
"14/05/2021";"Guaíba - R09";161;9;"ME"
"17/05/2021";"Passo Fundo - R17, R18, R19";107;17;"NO"
"17/05/2021";"Palmeira das Missões - R15, R20";7;15;"NO"
"17/05/2021";"Santa Maria - R01, R02";51;1;"CO"
"17/05/2021";"Santa Cruz do Sul - R28";6;28;"VA"
"17/05/2021";"Pelotas - R21";79;21;"SU"
"17/05/2021";"Ijuí - R13";24;13;"MI"
"17/05/2021";"Santo Ângelo - R11";26;11;"MI"
"18/05/2021";"Porto Alegre - R10";458;10;"ME"
"14/05/2021";"Cruz Alta - R12";78;12;"MI"
"14/05/2021";"Porto Alegre - R10";373;10;"ME"
"14/05/2021";"Bagé - R22";72;22;"SU"
"17/05/2021";"Taquara - R06";5;6;"ME"
"17/05/2021";"Guaíba - R09";5;9;"ME"
"17/05/2021";"Capão da Canoa - R04, R05";12;4;"ME"
"17/05/2021";"Uruguaiana - R03";54;3;"CO"
"17/05/2021";"Bagé - R22";131;22;"SU"
"16/05/2021";"Taquara - R06";4;6;"ME"
"17/05/2021";"Lajeado - R29, R30";5;29;"VA"
"16/05/2021";"Cachoeira do Sul - R27";4;27;"VA"
"16/05/2021";"Palmeira das Missões - R15, R20";11;15;"NO"
"16/05/2021";"Guaíba - R09";2;9;"ME"
"16/05/2021";"Erechim - R16";1;16;"NO"
"17/05/2021";"Porto Alegre - R10";9;10;"ME"
"17/05/2021";"Novo Hamburgo - R07";1;7;"ME"
"16/05/2021";"Santa Rosa - R14";2;14;"MI"
"13/05/2021";"Pelotas - R21";237;21;"SU"
"13/05/2021";"Passo Fundo - R17, R18, R19";268;17;"NO"
"13/05/2021";"Santa Cruz do Sul - R28";134;28;"VA"
"13/05/2021";"Cruz Alta - R12";33;12;"MI"
"13/05/2021";"Palmeira das Missões - R15, R20";172;15;"NO"
"13/05/2021";"Lajeado - R29, R30";147;29;"VA"
"13/05/2021";"Santa Rosa - R14";111;14;"MI"
"13/05/2021";"Canoas - R08";523;8;"ME"
"13/05/2021";"Novo Hamburgo - R07";278;7;"ME"
"13/05/2021";"Ijuí - R13";110;13;"MI"
"13/05/2021";"Uruguaiana - R03";241;3;"CO"
"13/05/2021";"Caxias do Sul - R23, R24, R25, R26";620;23;"SE"
"13/05/2021";"Santo Ângelo - R11";212;11;"MI"
"13/05/2021";"Capão da Canoa - R04, R05";99;4;"ME"
"13/05/2021";"Santa Maria - R01, R02";395;1;"CO"
"12/05/2021";"Uruguaiana - R03";239;3;"CO"
"12/05/2021";"Canoas - R08";353;8;"ME"
"13/05/2021";"Taquara - R06";72;6;"ME"
"12/05/2021";"Caxias do Sul - R23, R24, R25, R26";825;23;"SE"
"12/05/2021";"Novo Hamburgo - R07";300;7;"ME"
"12/05/2021";"Passo Fundo - R17, R18, R19";455;17;"NO"
"12/05/2021";"Capão da Canoa - R04, R05";240;4;"ME"
"12/05/2021";"Santa Maria - R01, R02";306;1;"CO"
"12/05/2021";"Santa Rosa - R14";116;14;"MI"
"12/05/2021";"Erechim - R16";104;16;"NO"
"12/05/2021";"Pelotas - R21";331;21;"SU"
"12/05/2021";"Palmeira das Missões - R15, R20";181;15;"NO"
"12/05/2021";"Santa Cruz do Sul - R28";123;28;"VA"
"12/05/2021";"Bagé - R22";131;22;"SU"
"12/05/2021";"Ijuí - R13";159;13;"MI"
"12/05/2021";"Lajeado - R29, R30";97;29;"VA"
"12/05/2021";"Guaíba - R09";156;9;"ME"
"12/05/2021";"Porto Alegre - R10";379;10;"ME"
"12/05/2021";"Cachoeira do Sul - R27";100;27;"VA"
"12/05/2021";"Santo Ângelo - R11";183;11;"MI"
"12/05/2021";"Taquara - R06";113;6;"ME"
"13/05/2021";"Bagé - R22";118;22;"SU"
"13/05/2021";"Erechim - R16";67;16;"NO"
"13/05/2021";"Cachoeira do Sul - R27";137;27;"VA"
"13/05/2021";"Porto Alegre - R10";455;10;"ME"
"20/05/2021";"Passo Fundo - R17, R18, R19";434;17;"NO"
"20/05/2021";"Canoas - R08";435;8;"ME"
"20/05/2021";"Capão da Canoa - R04, R05";239;4;"ME"
"20/05/2021";"Cachoeira do Sul - R27";237;27;"VA"
"20/05/2021";"Santa Maria - R01, R02";384;1;"CO"
"20/05/2021";"Uruguaiana - R03";330;3;"CO"
"20/05/2021";"Porto Alegre - R10";357;10;"ME"
"20/05/2021";"Cruz Alta - R12";171;12;"MI"
"20/05/2021";"Santo Ângelo - R11";173;11;"MI"
"20/05/2021";"Santa Rosa - R14";185;14;"MI"
"20/05/2021";"Pelotas - R21";322;21;"SU"
"20/05/2021";"Palmeira das Missões - R15, R20";230;15;"NO"
"20/05/2021";"Guaíba - R09";200;9;"ME"
"20/05/2021";"Novo Hamburgo - R07";494;7;"ME"
"20/05/2021";"Caxias do Sul - R23, R24, R25, R26";597;23;"SE"
"20/05/2021";"Taquara - R06";161;6;"ME"
"20/05/2021";"Lajeado - R29, R30";106;29;"VA"
"20/05/2021";"Santa Cruz do Sul - R28";329;28;"VA"
"19/05/2021";"Erechim - R16";140;16;"NO"
"19/05/2021";"Caxias do Sul - R23, R24, R25, R26";549;23;"SE"
"19/05/2021";"Santa Maria - R01, R02";418;1;"CO"
"19/05/2021";"Pelotas - R21";424;21;"SU"
"19/05/2021";"Santa Cruz do Sul - R28";229;28;"VA"
"19/05/2021";"Cruz Alta - R12";190;12;"MI"
"19/05/2021";"Uruguaiana - R03";321;3;"CO"
"19/05/2021";"Novo Hamburgo - R07";310;7;"ME"
"19/05/2021";"Santa Rosa - R14";187;14;"MI"
"19/05/2021";"Palmeira das Missões - R15, R20";323;15;"NO"
"19/05/2021";"Guaíba - R09";164;9;"ME"
"20/05/2021";"Ijuí - R13";100;13;"MI"
"20/05/2021";"Erechim - R16";168;16;"NO"
"21/05/2021";"Erechim - R16";99;16;"NO"
"21/05/2021";"Lajeado - R29, R30";99;29;"VA"
"21/05/2021";"Passo Fundo - R17, R18, R19";463;17;"NO"
"21/05/2021";"Cachoeira do Sul - R27";161;27;"VA"
"21/05/2021";"Santo Ângelo - R11";204;11;"MI"
"21/05/2021";"Caxias do Sul - R23, R24, R25, R26";593;23;"SE"
"21/05/2021";"Palmeira das Missões - R15, R20";270;15;"NO"
"21/05/2021";"Capão da Canoa - R04, R05";136;4;"ME"
"21/05/2021";"Guaíba - R09";85;9;"ME"
"21/05/2021";"Canoas - R08";397;8;"ME"
"21/05/2021";"Bagé - R22";19;22;"SU"
"21/05/2021";"Ijuí - R13";154;13;"MI"
"19/05/2021";"Passo Fundo - R17, R18, R19";611;17;"NO"
"19/05/2021";"Capão da Canoa - R04, R05";147;4;"ME"
"19/05/2021";"Lajeado - R29, R30";121;29;"VA"
"19/05/2021";"Cachoeira do Sul - R27";139;27;"VA"
"19/05/2021";"Santo Ângelo - R11";327;11;"MI"
"19/05/2021";"Canoas - R08";387;8;"ME"
"19/05/2021";"Taquara - R06";60;6;"ME"
"19/05/2021";"Ijuí - R13";141;13;"MI"
"19/05/2021";"Porto Alegre - R10";400;10;"ME"
"20/05/2021";"Bagé - R22";78;22;"SU"
"21/05/2021";"Santa Cruz do Sul - R28";182;28;"VA"
"21/05/2021";"Taquara - R06";82;6;"ME"
"21/05/2021";"Santa Rosa - R14";153;14;"MI"
"21/05/2021";"Novo Hamburgo - R07";326;7;"ME"
"21/05/2021";"Santa Maria - R01, R02";316;1;"CO"
"21/05/2021";"Cruz Alta - R12";125;12;"MI"
"21/05/2021";"Uruguaiana - R03";185;3;"CO"
"19/05/2021";"Bagé - R22";160;22;"SU"
"21/05/2021";"Pelotas - R21";508;21;"SU"
"21/05/2021";"Porto Alegre - R10";618;10;"ME"
"25/05/2021";"Capão da Canoa - R04, R05";105;4;"ME"
"25/05/2021";"Canoas - R08";468;8;"ME"
"25/05/2021";"Caxias do Sul - R23, R24, R25, R26";926;23;"SE"
"25/05/2021";"Ijuí - R13";182;13;"MI"
"25/05/2021";"Santa Maria - R01, R02";481;1;"CO"
"25/05/2021";"Santa Cruz do Sul - R28";186;28;"VA"
"25/05/2021";"Passo Fundo - R17, R18, R19";621;17;"NO"
"25/05/2021";"Cruz Alta - R12";130;12;"MI"
"25/05/2021";"Cachoeira do Sul - R27";233;27;"VA"
"25/05/2021";"Santa Rosa - R14";236;14;"MI"
"22/05/2021";"Cruz Alta - R12";103;12;"MI"
"22/05/2021";"Lajeado - R29, R30";68;29;"VA"
"22/05/2021";"Palmeira das Missões - R15, R20";179;15;"NO"
"22/05/2021";"Passo Fundo - R17, R18, R19";477;17;"NO"
"22/05/2021";"Santa Cruz do Sul - R28";121;28;"VA"
"22/05/2021";"Santa Maria - R01, R02";246;1;"CO"
"22/05/2021";"Taquara - R06";240;6;"ME"
"22/05/2021";"Caxias do Sul - R23, R24, R25, R26";659;23;"SE"
"22/05/2021";"Capão da Canoa - R04, R05";148;4;"ME"
"22/05/2021";"Guaíba - R09";91;9;"ME"
"22/05/2021";"Erechim - R16";91;16;"NO"
"22/05/2021";"Santa Rosa - R14";169;14;"MI"
"22/05/2021";"Ijuí - R13";204;13;"MI"
"22/05/2021";"Porto Alegre - R10";386;10;"ME"
"22/05/2021";"Novo Hamburgo - R07";283;7;"ME"
"22/05/2021";"Uruguaiana - R03";401;3;"CO"
"22/05/2021";"Pelotas - R21";301;21;"SU"
"22/05/2021";"Canoas - R08";196;8;"ME"
"22/05/2021";"Cachoeira do Sul - R27";176;27;"VA"
"23/05/2021";"Passo Fundo - R17, R18, R19";100;17;"NO"
"23/05/2021";"Santa Maria - R01, R02";24;1;"CO"
"23/05/2021";"Novo Hamburgo - R07";2;7;"ME"
"23/05/2021";"Palmeira das Missões - R15, R20";59;15;"NO"
"22/05/2021";"Santo Ângelo - R11";157;11;"MI"
"22/05/2021";"Bagé - R22";58;22;"SU"
"25/05/2021";"Lajeado - R29, R30";156;29;"VA"
"25/05/2021";"Porto Alegre - R10";281;10;"ME"
"23/05/2021";"Pelotas - R21";149;21;"SU"
"23/05/2021";"Capão da Canoa - R04, R05";17;4;"ME"
"23/05/2021";"Porto Alegre - R10";67;10;"ME"
"23/05/2021";"Santa Cruz do Sul - R28";2;28;"VA"
"23/05/2021";"Uruguaiana - R03";53;3;"CO"
"24/05/2021";"Pelotas - R21";111;21;"SU"
"24/05/2021";"Uruguaiana - R03";40;3;"CO"
"25/05/2021";"Guaíba - R09";163;9;"ME"
"25/05/2021";"Novo Hamburgo - R07";290;7;"ME"
"25/05/2021";"Pelotas - R21";369;21;"SU"
"25/05/2021";"Erechim - R16";154;16;"NO"
"25/05/2021";"Santo Ângelo - R11";179;11;"MI"
"25/05/2021";"Palmeira das Missões - R15, R20";306;15;"NO"
"23/05/2021";"Caxias do Sul - R23, R24, R25, R26";115;23;"SE"
"23/05/2021";"Santo Ângelo - R11";30;11;"MI"
"23/05/2021";"Bagé - R22";73;22;"SU"
"23/05/2021";"Cachoeira do Sul - R27";55;27;"VA"
"24/05/2021";"Capão da Canoa - R04, R05";11;4;"ME"
"24/05/2021";"Passo Fundo - R17, R18, R19";310;17;"NO"
"24/05/2021";"Lajeado - R29, R30";5;29;"VA"
"24/05/2021";"Santa Rosa - R14";4;14;"MI"
"24/05/2021";"Caxias do Sul - R23, R24, R25, R26";139;23;"SE"
"24/05/2021";"Santa Cruz do Sul - R28";10;28;"VA"
"25/05/2021";"Bagé - R22";95;22;"SU"
"23/05/2021";"Santa Rosa - R14";51;14;"MI"
"23/05/2021";"Ijuí - R13";32;13;"MI"
"23/05/2021";"Cruz Alta - R12";36;12;"MI"
"24/05/2021";"Palmeira das Missões - R15, R20";38;15;"NO"
"24/05/2021";"Taquara - R06";44;6;"ME"
"25/05/2021";"Taquara - R06";140;6;"ME"
"24/05/2021";"Ijuí - R13";47;13;"MI"
"24/05/2021";"Guaíba - R09";55;9;"ME"
"24/05/2021";"Cachoeira do Sul - R27";143;27;"VA"
"24/05/2021";"Bagé - R22";21;22;"SU"
"24/05/2021";"Santo Ângelo - R11";16;11;"MI"
"25/05/2021";"Uruguaiana - R03";350;3;"CO"
"23/05/2021";"Canoas - R08";3;8;"ME"
"24/05/2021";"Erechim - R16";10;16;"NO"
"24/05/2021";"Porto Alegre - R10";13;10;"ME"
"24/05/2021";"Canoas - R08";29;8;"ME"
"24/05/2021";"Santa Maria - R01, R02";28;1;"CO"
"24/05/2021";"Novo Hamburgo - R07";14;7;"ME"
"24/05/2021";"Cruz Alta - R12";11;12;"MI"
"23/05/2021";"Lajeado - R29, R30";5;29;"VA"
"23/05/2021";"Taquara - R06";2;6;"ME"
"23/05/2021";"Guaíba - R09";5;9;"ME"
"27/05/2021";"Cachoeira do Sul - R27";62;27;"VA"
"27/05/2021";"Caxias do Sul - R23, R24, R25, R26";434;23;"SE"
"27/05/2021";"Passo Fundo - R17, R18, R19";321;17;"NO"
"27/05/2021";"Santa Cruz do Sul - R28";96;28;"VA"
"27/05/2021";"Guaíba - R09";52;9;"ME"
"27/05/2021";"Santa Rosa - R14";115;14;"MI"
"27/05/2021";"Palmeira das Missões - R15, R20";251;15;"NO"
"27/05/2021";"Ijuí - R13";178;13;"MI"
"27/05/2021";"Bagé - R22";149;22;"SU"
"27/05/2021";"Pelotas - R21";202;21;"SU"
"27/05/2021";"Capão da Canoa - R04, R05";179;4;"ME"
"27/05/2021";"Santa Maria - R01, R02";215;1;"CO"
"27/05/2021";"Porto Alegre - R10";198;10;"ME"
"27/05/2021";"Novo Hamburgo - R07";181;7;"ME"
"27/05/2021";"Taquara - R06";125;6;"ME"
"27/05/2021";"Lajeado - R29, R30";112;29;"VA"
"27/05/2021";"Canoas - R08";208;8;"ME"
"26/05/2021";"Pelotas - R21";319;21;"SU"
"26/05/2021";"Palmeira das Missões - R15, R20";274;15;"NO"
"26/05/2021";"Santa Cruz do Sul - R28";141;28;"VA"
"26/05/2021";"Caxias do Sul - R23, R24, R25, R26";721;23;"SE"
"26/05/2021";"Passo Fundo - R17, R18, R19";804;17;"NO"
"26/05/2021";"Lajeado - R29, R30";110;29;"VA"
"26/05/2021";"Cachoeira do Sul - R27";188;27;"VA"
"26/05/2021";"Santa Rosa - R14";182;14;"MI"
"26/05/2021";"Santo Ângelo - R11";182;11;"MI"
"26/05/2021";"Erechim - R16";206;16;"NO"
"26/05/2021";"Capão da Canoa - R04, R05";73;4;"ME"
"26/05/2021";"Cruz Alta - R12";122;12;"MI"
"26/05/2021";"Uruguaiana - R03";273;3;"CO"
"26/05/2021";"Taquara - R06";18;6;"ME"
"26/05/2021";"Canoas - R08";247;8;"ME"
"26/05/2021";"Porto Alegre - R10";446;10;"ME"
"26/05/2021";"Novo Hamburgo - R07";231;7;"ME"
"26/05/2021";"Santa Maria - R01, R02";365;1;"CO"
"26/05/2021";"Ijuí - R13";134;13;"MI"
"26/05/2021";"Guaíba - R09";139;9;"ME"
"27/05/2021";"Erechim - R16";55;16;"NO"
"27/05/2021";"Uruguaiana - R03";142;3;"CO"
"27/05/2021";"Cruz Alta - R12";206;12;"MI"
"26/05/2021";"Bagé - R22";59;22;"SU"
"27/05/2021";"Santo Ângelo - R11";89;11;"MI"
"01/06/2021";"Caxias do Sul - R23, R24, R25, R26";784;23;"SE"
"01/06/2021";"Uruguaiana - R03";281;3;"CO"
"01/06/2021";"Ijuí - R13";154;13;"MI"
"01/06/2021";"Novo Hamburgo - R07";204;7;"ME"
"01/06/2021";"Palmeira das Missões - R15, R20";363;15;"NO"
"01/06/2021";"Erechim - R16";98;16;"NO"
"01/06/2021";"Canoas - R08";297;8;"ME"
"01/06/2021";"Lajeado - R29, R30";149;29;"VA"
"01/06/2021";"Cachoeira do Sul - R27";304;27;"VA"
"01/06/2021";"Santa Rosa - R14";221;14;"MI"
"01/06/2021";"Taquara - R06";32;6;"ME"
"01/06/2021";"Santa Cruz do Sul - R28";282;28;"VA"
"01/06/2021";"Bagé - R22";64;22;"SU"
"01/06/2021";"Passo Fundo - R17, R18, R19";589;17;"NO"
"29/05/2021";"Passo Fundo - R17, R18, R19";1081;17;"NO"
"29/05/2021";"Santo Ângelo - R11";465;11;"MI"
"29/05/2021";"Caxias do Sul - R23, R24, R25, R26";1104;23;"SE"
"29/05/2021";"Pelotas - R21";591;21;"SU"
"29/05/2021";"Ijuí - R13";240;13;"MI"
"29/05/2021";"Erechim - R16";210;16;"NO"
"29/05/2021";"Cachoeira do Sul - R27";218;27;"VA"
"29/05/2021";"Lajeado - R29, R30";162;29;"VA"
"29/05/2021";"Bagé - R22";151;22;"SU"
"29/05/2021";"Cruz Alta - R12";187;12;"MI"
"29/05/2021";"Novo Hamburgo - R07";370;7;"ME"
"29/05/2021";"Palmeira das Missões - R15, R20";518;15;"NO"
"29/05/2021";"Uruguaiana - R03";453;3;"CO"
"29/05/2021";"Santa Cruz do Sul - R28";244;28;"VA"
"29/05/2021";"Porto Alegre - R10";343;10;"ME"
"29/05/2021";"Guaíba - R09";84;9;"ME"
"29/05/2021";"Santa Maria - R01, R02";458;1;"CO"
"29/05/2021";"Capão da Canoa - R04, R05";95;4;"ME"
"29/05/2021";"Canoas - R08";344;8;"ME"
"29/05/2021";"Santa Rosa - R14";260;14;"MI"
"28/05/2021";"Porto Alegre - R10";95;10;"ME"
"28/05/2021";"Canoas - R08";51;8;"ME"
"28/05/2021";"Novo Hamburgo - R07";21;7;"ME"
"28/05/2021";"Caxias do Sul - R23, R24, R25, R26";112;23;"SE"
"28/05/2021";"Santo Ângelo - R11";39;11;"MI"
"28/05/2021";"Palmeira das Missões - R15, R20";32;15;"NO"
"28/05/2021";"Santa Rosa - R14";28;14;"MI"
"28/05/2021";"Passo Fundo - R17, R18, R19";48;17;"NO"
"28/05/2021";"Bagé - R22";7;22;"SU"
"29/05/2021";"Taquara - R06";47;6;"ME"
"30/05/2021";"Santa Rosa - R14";146;14;"MI"
"30/05/2021";"Palmeira das Missões - R15, R20";118;15;"NO"
"30/05/2021";"Passo Fundo - R17, R18, R19";71;17;"NO"
"30/05/2021";"Guaíba - R09";6;9;"ME"
"30/05/2021";"Porto Alegre - R10";59;10;"ME"
"01/06/2021";"Santa Maria - R01, R02";425;1;"CO"
"01/06/2021";"Pelotas - R21";271;21;"SU"
"01/06/2021";"Capão da Canoa - R04, R05";107;4;"ME"
"01/06/2021";"Guaíba - R09";109;9;"ME"
"01/06/2021";"Santo Ângelo - R11";321;11;"MI"
"31/05/2021";"Erechim - R16";107;16;"NO"
"31/05/2021";"Palmeira das Missões - R15, R20";209;15;"NO"
"31/05/2021";"Canoas - R08";91;8;"ME"
"31/05/2021";"Santo Ângelo - R11";156;11;"MI"
"30/05/2021";"Caxias do Sul - R23, R24, R25, R26";278;23;"SE"
"30/05/2021";"Ijuí - R13";41;13;"MI"
"30/05/2021";"Bagé - R22";103;22;"SU"
"31/05/2021";"Lajeado - R29, R30";30;29;"VA"
"31/05/2021";"Caxias do Sul - R23, R24, R25, R26";124;23;"SE"
"31/05/2021";"Cruz Alta - R12";25;12;"MI"
"31/05/2021";"Ijuí - R13";40;13;"MI"
"31/05/2021";"Capão da Canoa - R04, R05";31;4;"ME"
"31/05/2021";"Novo Hamburgo - R07";64;7;"ME"
"31/05/2021";"Passo Fundo - R17, R18, R19";169;17;"NO"
"31/05/2021";"Uruguaiana - R03";39;3;"CO"
"31/05/2021";"Santa Cruz do Sul - R28";20;28;"VA"
"31/05/2021";"Santa Maria - R01, R02";66;1;"CO"
"31/05/2021";"Pelotas - R21";221;21;"SU"
"30/05/2021";"Capão da Canoa - R04, R05";15;4;"ME"
"30/05/2021";"Cachoeira do Sul - R27";189;27;"VA"
"30/05/2021";"Santo Ângelo - R11";27;11;"MI"
"30/05/2021";"Santa Maria - R01, R02";29;1;"CO"
"30/05/2021";"Pelotas - R21";171;21;"SU"
"30/05/2021";"Canoas - R08";26;8;"ME"
"30/05/2021";"Novo Hamburgo - R07";9;7;"ME"
"30/05/2021";"Lajeado - R29, R30";3;29;"VA"
"31/05/2021";"Cachoeira do Sul - R27";199;27;"VA"
"31/05/2021";"Porto Alegre - R10";72;10;"ME"
"30/05/2021";"Uruguaiana - R03";112;3;"CO"
"30/05/2021";"Taquara - R06";1;6;"ME"
"31/05/2021";"Guaíba - R09";6;9;"ME"
"31/05/2021";"Santa Rosa - R14";17;14;"MI"
"31/05/2021";"Taquara - R06";6;6;"ME"
"31/05/2021";"Bagé - R22";50;22;"SU"
"30/05/2021";"Cruz Alta - R12";46;12;"MI"
"28/05/2021";"Santa Maria - R01, R02";64;1;"CO"
"28/05/2021";"Lajeado - R29, R30";12;29;"VA"
"28/05/2021";"Erechim - R16";22;16;"NO"
"28/05/2021";"Taquara - R06";5;6;"ME"
"28/05/2021";"Santa Cruz do Sul - R28";27;28;"VA"
"28/05/2021";"Cachoeira do Sul - R27";9;27;"VA"
"28/05/2021";"Ijuí - R13";11;13;"MI"
"30/05/2021";"Santa Cruz do Sul - R28";4;28;"VA"
"28/05/2021";"Capão da Canoa - R04, R05";12;4;"ME"
"28/05/2021";"Uruguaiana - R03";41;3;"CO"
"28/05/2021";"Cruz Alta - R12";10;12;"MI"
"28/05/2021";"Pelotas - R21";21;21;"SU"
"28/05/2021";"Guaíba - R09";6;9;"ME"
"01/06/2021";"Cruz Alta - R12";140;12;"MI"
"30/05/2021";"Erechim - R16";3;16;"NO"
"02/06/2021";"Passo Fundo - R17, R18, R19";1151;17;"NO"
"02/06/2021";"Lajeado - R29, R30";208;29;"VA"
"02/06/2021";"Uruguaiana - R03";351;3;"CO"
"02/06/2021";"Erechim - R16";139;16;"NO"
"02/06/2021";"Santa Rosa - R14";290;14;"MI"
"02/06/2021";"Porto Alegre - R10";456;10;"ME"
"02/06/2021";"Caxias do Sul - R23, R24, R25, R26";940;23;"SE"
"02/06/2021";"Guaíba - R09";158;9;"ME"
"02/06/2021";"Palmeira das Missões - R15, R20";374;15;"NO"
"02/06/2021";"Santa Cruz do Sul - R28";330;28;"VA"
"02/06/2021";"Santa Maria - R01, R02";686;1;"CO"
"02/06/2021";"Pelotas - R21";563;21;"SU"
"02/06/2021";"Bagé - R22";192;22;"SU"
"02/06/2021";"Ijuí - R13";233;13;"MI"
"02/06/2021";"Capão da Canoa - R04, R05";178;4;"ME"
"02/06/2021";"Canoas - R08";298;8;"ME"
"02/06/2021";"Novo Hamburgo - R07";298;7;"ME"
"02/06/2021";"Cachoeira do Sul - R27";151;27;"VA"
"02/06/2021";"Cruz Alta - R12";183;12;"MI"
"01/06/2021";"Porto Alegre - R10";319;10;"ME"
"02/06/2021";"Santo Ângelo - R11";196;11;"MI"
"02/06/2021";"Taquara - R06";110;6;"ME"
"09/06/2021";"Santa Rosa - R14";442;14;"MI"
"08/06/2021";"Ijuí - R13";101;13;"MI"
"08/06/2021";"Capão da Canoa - R04, R05";85;4;"ME"
"08/06/2021";"Passo Fundo - R17, R18, R19";385;17;"NO"
"08/06/2021";"Palmeira das Missões - R15, R20";184;15;"NO"
"08/06/2021";"Caxias do Sul - R23, R24, R25, R26";417;23;"SE"
"08/06/2021";"Pelotas - R21";134;21;"SU"
"07/06/2021";"Porto Alegre - R10";5431;10;"ME"
"04/06/2021";"Ijuí - R13";31;13;"MI"
"04/06/2021";"Santo Ângelo - R11";120;11;"MI"
"04/06/2021";"Caxias do Sul - R23, R24, R25, R26";87;23;"SE"
"04/06/2021";"Passo Fundo - R17, R18, R19";172;17;"NO"
"04/06/2021";"Erechim - R16";12;16;"NO"
"04/06/2021";"Uruguaiana - R03";63;3;"CO"
"04/06/2021";"Guaíba - R09";76;9;"ME"
"04/06/2021";"Cruz Alta - R12";20;12;"MI"
"04/06/2021";"Bagé - R22";79;22;"SU"
"07/06/2021";"Palmeira das Missões - R15, R20";50;15;"NO"
"07/06/2021";"Santa Rosa - R14";17;14;"MI"
"07/06/2021";"Passo Fundo - R17, R18, R19";143;17;"NO"
"07/06/2021";"Capão da Canoa - R04, R05";63;4;"ME"
"07/06/2021";"Santo Ângelo - R11";104;11;"MI"
"07/06/2021";"Caxias do Sul - R23, R24, R25, R26";161;23;"SE"
"08/06/2021";"Santa Rosa - R14";113;14;"MI"
